player_id,name,age,draft_round,draft_pick,height,weight,season,pred_season,completions,targets,receiving_yards,receiving_tds,adot,receiving_yac,firstdowns_per_tgt,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_epa,tgt_sh,ay_sh,yac_sh,wopr_y,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,fantasy_points_ppr,pred_fantasy_points,pct_increase,breakout
00-0022044,Andre Johnson,27,1,3,75,229,2008,2009,0.93,123,12.80,0.07,9.66,4.04,0.64,0,0,0,0,0,0.22162162162162163,0.28421052631578947,0.24862431215607803,0.559800853485064,0.38095238095238093,0.3761904761904762,0.37662337662337664,0.3664931775123997,0.35781765544841093,2.8378378378378377,0.2225756271007528,20.03,19.68,-0.02,0
00-0022044,Andre Johnson,28,1,3,75,229,2009,2010,0.59,171,9.18,0.05,11.24,3.15,0.40,2,5.00,0.00,0.50,0.34,0.28836424957841483,0.4239082487869431,0.24861623616236161,0.7716729733971768,0.3103448275862069,0.2987012987012987,0.3,0.31850782915850007,0.323405630101876,2.645868465430017,0.20435843522051758,19.68,19.74,0.00,0
00-0022044,Andre Johnson,29,1,3,75,229,2010,2011,0.62,138,8.81,0.06,11.29,2.54,0.43,2,5.00,0.00,0.00,0.94,0.2816326530612245,0.40446521287642784,0.2311756935270806,0.746021149892979,0.4,0.3155080213903743,0.32367149758454106,0.3681881051175657,0.34910096818810515,2.4816326530612245,0.21138479281654174,19.74,10.56,-0.47,0
00-0022044,Andre Johnson,30,1,3,75,229,2011,2012,0.65,51,9.65,0.04,13.27,2.69,0.45,1,8.00,0.00,0.00,0.49,0.25757575757575757,0.42712933753943216,0.20356612184249628,0.7280671063951821,0.2,0.3194444444444444,0.3048780487804878,0.2603650586701434,0.2965840938722295,2.484848484848485,0.1671475825181223,10.56,16.43,0.56,1
00-0022044,Andre Johnson,31,1,3,75,229,2012,2013,0.69,163,9.80,0.02,11.34,3.36,0.48,0,0,0,0,0,0.29422382671480146,0.41857304643261606,0.30665920537213204,0.7761941772182951,0.18181818181818182,0.3853658536585366,0.3656387665198238,0.28838808250572956,0.3523300229182582,2.884476534296029,0.20474272187383197,16.43,17.48,0.06,0
00-0022044,Andre Johnson,32,1,3,75,229,2013,2014,0.60,181,7.77,0.03,11.07,2.24,0.38,0,0,0,0,0,0.2859399684044234,0.3886733902249806,0.24515738498789347,0.7398486647866196,0.2631578947368421,0.3484848484848485,0.34101382488479265,0.29975967890081406,0.32172074939919726,2.2227488151658767,0.21336160864125955,17.48,12.71,-0.27,0
00-0022044,Andre Johnson,33,1,3,75,229,2014,2015,0.58,147,6.37,0.02,9.24,2.65,0.33,0,0,0,0,0,0.31956521739130433,0.3659390999730531,0.25950633755837227,0.772099106065399,0.13636363636363635,0.29878048780487804,0.27956989247311825,0.2098711914788209,0.25397572454793166,2.034782608695652,0.15819790508125695,12.71,7.21,-0.43,0
00-0022044,Andre Johnson,34,1,3,75,229,2015,2016,0.53,77,6.53,0.05,10.29,1.91,0.40,0,0,0,0,0,0.12439418416801293,0.1498580889309366,0.08925318761384335,0.3064777473967687,0.15384615384615385,0.15897435897435896,0.1583710407239819,0.14095057183142723,0.13321322262259128,0.8126009693053312,0.089054003954523,7.21,4.92,-0.32,0
00-0022044,Andre Johnson,35,1,3,75,229,2016,,0.39,23,3.70,0.09,11.65,0.65,0.17,0,0,0,0,0,0.11386138613861387,0.14814814814814814,0.028517110266159697,0.2893105977264393,0.2222222222222222,0.06349206349206349,0.08333333333333333,0.1433080808080808,0.09595959595959597,0.4207920792079208,0.05953582240161453,4.92,,,0
00-0022084,Anquan Boldin,25,2,22,73,220,2005,2006,1.00,102,13.71,0.07,0.00,0.00,0.67,12,3.75,0.00,0.17,-0.12,0.17677642980935876,0,0,0,0.3684210526315789,0.35978835978835977,0.3605769230769231,0.35783198682249584,0.35147854733704603,2.4228769497400346,0.24650717376062387,22.18,14.38,-0.35,0
00-0022084,Anquan Boldin,26,2,22,73,220,2006,2007,1.00,83,14.49,0.05,8.14,6.10,0.64,5,5.60,0.00,0.40,0.21,0.15257352941176472,0.15779645191409897,0.3198482932996207,0.35509745564892625,0.23529411764705882,0.28342245989304815,0.27941176470588236,0.27113009020908696,0.29263167374630383,2.2113970588235294,0.19215673174886844,14.38,17.48,0.22,0
00-0022084,Anquan Boldin,27,2,22,73,220,2007,2008,1.00,71,12.01,0.13,6.76,5.25,0.61,1,14.00,0.00,1.00,0.98,0.16027088036117382,0.13392857142857142,0.3017799352750809,0.3475491776846179,0.3333333333333333,0.26875,0.27807486631016043,0.3004496026767043,0.28071936428272687,1.925507900677201,0.1915558316281789,17.48,17.30,-0.01,0
00-0022084,Anquan Boldin,28,2,22,73,220,2008,2009,0.97,92,11.28,0.12,5.86,6.08,0.61,9,7.44,0.00,0.33,0.09,0.18813905930470348,0.1484848484848485,0.3102108768035516,0.400996467744934,0.5,0.30601092896174864,0.32682926829268294,0.38397005678884877,0.314352090862158,2.1226993865030677,0.21527051913792244,17.30,14.31,-0.17,0
00-0022084,Anquan Boldin,29,2,22,73,220,2009,2010,0.66,128,8.04,0.04,8.63,2.86,0.39,2,3.50,0.00,0.00,-0.04,0.2277580071174377,0.25584626070849736,0.21529411764705883,0.5463140192429545,0.21739130434782608,0.25125628140703515,0.24774774774774774,0.23914697063233087,0.2522003704030338,1.8309608540925266,0.16333551519948852,14.31,10.43,-0.27,0
00-0022084,Anquan Boldin,30,2,22,73,220,2010,2011,0.59,109,7.68,0.06,11.82,2.04,0.39,2,1.00,0.00,0.00,0.22,0.2219959266802444,0.2904826341903473,0.14586070959264127,0.5653799973726444,0.28,0.24571428571428572,0.25,0.2553210250757785,0.24051364012124554,1.704684317718941,0.14602072893647483,10.43,10.23,-0.02,0
00-0022084,Anquan Boldin,31,2,22,73,220,2011,2012,0.54,106,8.37,0.03,11.84,2.09,0.42,0,0,0,0,0,0.21157684630738524,0.2698924731182796,0.157001414427157,0.5332792479557016,0.16666666666666666,0.25882352941176473,0.25,0.21505296505296506,0.2440847440847441,1.7704590818363273,0.14300940000698883,10.23,9.65,-0.06,0
00-0022084,Anquan Boldin,32,2,22,73,220,2012,2013,0.58,112,8.22,0.04,10.77,2.12,0.40,1,3.00,0.00,0.00,-0.16,0.2125237191650854,0.2280204197390811,0.15163147792706333,0.501201914538893,0.18181818181818182,0.25862068965517243,0.25,0.21168013732923252,0.22959731063586297,1.747628083491461,0.1386956258696836,9.65,12.95,0.34,0
00-0022084,Anquan Boldin,33,2,22,73,220,2013,2014,0.66,129,9.14,0.05,9.53,3.29,0.48,2,5.50,0.00,0.50,0.13,0.30935251798561153,0.31139240506329113,0.3174010455563854,0.7131427010290502,0.3333333333333333,0.4189189189189189,0.40828402366863903,0.3503115264797508,0.36049844236760126,2.827338129496403,0.2033898305084746,12.95,13.73,0.06,0
00-0022084,Anquan Boldin,34,2,22,73,220,2014,2015,0.63,131,8.11,0.04,9.69,3.05,0.43,1,4.00,0.00,0.00,-0.03,0.26899383983572894,0.2681021743719654,0.2871500358937545,0.6179724992511657,0.25,0.3393939393939394,0.32972972972972975,0.2808555914294101,0.29936894628705607,2.1806981519507187,0.1823042056152352,13.73,12.14,-0.12,0
