player_id,name,age,draft_round,draft_pick,height,weight,season,pred_season,completions,targets,receiving_yards_yards,receiving_tds,adot,receiving_yac,firstdowns_per_tgt,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_epa,tgt_sh,ay_sh,yac_sh,wopr_y,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,fantasy_points_ppr,pred_fantasy_points,pct_increase,breakout
00-0027215,Logan Paulsen,31,,,77,268,2018,,1.00,9,10.11,0.11,3.67,6.44,0.67,0,,,,,0.03214285714285714,0.013795986622073578,0.05719921104536489,0.05925107501194457,0.05555555555555555,0.05,0.050724637681159424,0.04637957663305169,0.04087398927954938,0.325,0.030010958358238693,3.44,,,0
00-0027656,Rob Gronkowski,21,2,10,78,268,2010,2011,0.71,59,9.25,0.17,9.49,3.10,0.51,0,,,,,0.11637080867850098,0.13916500994035785,0.0952628839146278,0.28588822097003774,0.2702702702702703,0.15306122448979592,0.17167381974248927,0.2030118134046528,0.1626567392852823,1.0769230769230769,0.09776271357927885,9.09,17.42,0.92,1
00-0027656,Rob Gronkowski,22,2,10,78,268,2011,2012,0.73,124,10.70,0.14,9.25,5.14,0.56,1,2.00,1.00,1.00,1.18,0.20261437908496732,0.22889642785871084,0.24824629773967263,0.4870387109144197,0.4358974358974359,0.2633587786259542,0.2857142857142857,0.3441613867712403,0.28911975729552297,2.168300653594771,0.1846354718834046,17.42,16.50,-0.05,1
00-0027656,Rob Gronkowski,23,2,10,78,268,2012,2013,0.69,80,9.88,0.14,9.95,3.75,0.56,0,,,,,0.18518518518518517,0.21850123524567663,0.19455252918287938,0.4525787659743191,0.4782608695652174,0.25139664804469275,0.27722772277227725,0.3596675113770548,0.2885114964641573,1.8287037037037037,0.16027457138694165,16.50,17.46,0.06,1
00-0027656,Rob Gronkowski,24,2,10,78,268,2013,2014,0.59,66,8.97,0.06,10.77,2.94,0.47,0,,,,,0.2323943661971831,0.2885551948051948,0.21179039301310043,0.5794357051399305,0.3076923076923077,0.2719298245614035,0.2755905511811024,0.28808651665794527,0.27632304203732777,2.084507042253521,0.16112869198312235,17.46,14.80,-0.15,1
00-0027656,Rob Gronkowski,25,2,10,78,268,2014,2015,0.63,131,8.58,0.09,9.76,3.50,0.46,0,,,,,0.22743055555555555,0.27980748195143296,0.2389149713093375,0.5649918188944797,0.35294117647058826,0.27149321266968324,0.2823529411764706,0.3128452545784147,0.2887877014431106,1.9513888888888888,0.17434098583806706,14.80,15.04,0.02,1
00-0027656,Rob Gronkowski,26,2,10,78,268,2015,2016,0.60,120,9.80,0.09,10.03,4.62,0.43,0,,,,,0.2097902097902098,0.2758936755270394,0.24128919860627177,0.5354002551069462,0.3333333333333333,0.24644549763033174,0.2581967213114754,0.2983870967741935,0.27741935483870966,2.055944055944056,0.168261951469988,15.04,12.13,-0.19,0
00-0027656,Rob Gronkowski,27,2,10,78,268,2016,2017,0.66,38,14.21,0.08,13.92,5.97,0.50,0,,,,,0.1444866920152091,0.25071090047393363,0.1961970613656007,0.41729875840196057,0.21428571428571427,0.18811881188118812,0.19130434782608696,0.2282734089598154,0.23666602576427614,2.053231939163498,0.12554034115911267,12.13,14.21,0.17,1
00-0027656,Rob Gronkowski,28,2,10,78,268,2017,2018,0.66,105,10.32,0.08,11.55,3.29,0.54,0,,,,,0.22629310344827586,0.2794930875576037,0.21739130434782608,0.5630341252184968,0.2857142857142857,0.29081632653061223,0.29017857142857145,0.2822604350382128,0.2801881246325691,2.336206896551724,0.16445845869011802,14.21,8.20,-0.42,0
00-0027656,Rob Gronkowski,29,2,10,78,268,2018,,0.65,72,9.47,0.04,12.40,2.53,0.47,0,,,,,0.1568627450980392,0.2453970871118439,0.10630841121495327,0.43161178733653394,0.12,0.20481927710843373,0.193717277486911,0.15660056657223798,0.17856090651558074,1.485838779956427,0.10219660383237265,8.20,,,0
00-0027656,Rob Gronkowski,31,2,10,78,268,2020,2021,0.58,77,8.09,0.09,10.97,3.19,0.38,0,,,,,0.12300319488817892,0.1499024303707646,0.13015873015873017,0.3044267366288801,0.16666666666666666,0.12184873949579832,0.12857142857142856,0.14855527638190955,0.13768844221105528,0.9952076677316294,0.08707874998541884,7.47,12.23,0.64,1
00-0027656,Rob Gronkowski,32,2,10,78,268,2021,,0.62,89,9.01,0.07,10.08,3.93,0.38,0,,,,,0.16824196597353497,0.21235795454545456,0.19167579408543264,0.4222493125966661,0.2,0.17258883248730963,0.1762114537444934,0.20232202092370505,0.20371523347792805,1.5160680529300568,0.1253239242785822,12.23,,,0
00-0027675,Ed Dickson,23,3,6,76,250,2010,2011,0.48,23,6.61,0.04,10.26,3.13,0.22,0,,,,,0.06406685236768803,0.06793321819228555,0.0743801652892562,0.1504468531053605,0.058823529411764705,0.0423728813559322,0.044444444444444446,0.05922737867214363,0.059469688228370995,0.4233983286908078,0.03502817483628136,2.48,7.60,2.06,1
00-0027675,Ed Dickson,24,3,6,76,250,2011,2012,0.61,89,5.93,0.06,10.02,1.79,0.34,0,,,,,0.1636029411764706,0.17719507350019864,0.09993714644877436,0.3871604705648648,0.23809523809523808,0.16574585635359115,0.17326732673267325,0.19179493235707068,0.16401474891417023,0.9705882352941176,0.10640449263413344,7.60,2.90,-0.62,0
00-0027675,Ed Dickson,25,3,6,76,250,2012,2013,0.64,33,6.82,0.00,7.42,2.52,0.30,0,,,,,0.08967391304347826,0.07074790643950332,0.08003857280617165,0.19110919471682003,0,0.08264462809917356,0.07407407407407407,0.042277339346110485,0.06764374295377677,0.6114130434782609,0.04538151772487325,2.90,4.48,0.54,1
00-0027675,Ed Dickson,26,3,6,76,250,2013,2014,0.58,43,6.35,0.02,9.26,2.35,0.37,0,,,,,0.08414872798434442,0.08157409305185488,0.07537313432835821,0.19148236641800054,0.0625,0.10062893081761007,0.09714285714285714,0.07378661576815207,0.08055858522904331,0.5342465753424658,0.05681375224136587,4.48,1.96,-0.56,0
00-0027675,Ed Dickson,27,3,6,76,250,2014,2015,0.59,17,6.76,0.06,5.65,3.71,0.53,0,,,,,0.04239401496259352,0.023182806085486597,0.05982905982905983,0.08213726731227956,0.058823529411764705,0.06206896551724138,0.06172839506172839,0.04990356798457088,0.04455159112825458,0.286783042394015,0.02759824976917827,1.96,2.94,0.50,1
00-0027675,Ed Dickson,28,3,6,76,250,2015,2016,0.65,26,4.65,0.08,7.00,2.04,0.38,0,,,,,0.07222222222222222,0.050373650705784666,0.04757630161579892,0.14863225389796106,0.08,0.06993006993006994,0.07142857142857142,0.06091254752851711,0.049460076045627376,0.33611111111111114,0.03704304564135843,2.94,2.45,-0.17,0
00-0027675,Ed Dickson,29,3,6,76,250,2016,2017,0.53,19,7.05,0.05,8.84,3.63,0.37,0,,,,,0.042600896860986545,0.03725055432372506,0.06015693112467306,0.09370178875045986,0.05555555555555555,0.04666666666666667,0.047619047619047616,0.04987540310759308,0.0464673116388156,0.3004484304932735,0.02970957375856424,2.45,5.31,1.17,1
00-0027675,Ed Dickson,30,3,6,76,250,2017,2018,0.63,48,9.10,0.02,9.40,4.19,0.46,0,,,,,0.10810810810810811,0.11800104657247515,0.13948646773074255,0.25656299942014227,0.05555555555555555,0.15384615384615385,0.14285714285714285,0.10268350283777092,0.13096027120710013,0.9842342342342343,0.07372939369831079,5.31,5.02,-0.05,0
00-0027675,Ed Dickson,31,3,6,76,250,2018,,0.92,13,11.00,0.23,5.46,6.00,0.54,1,9.00,0.00,1.00,1.92,0.053061224489795916,0.03199639477242001,0.10526315789473684,0.10518895255262989,0.16666666666666666,0.07526881720430108,0.09009009009009009,0.11990622335890877,0.09184995737425405,0.5836734693877551,0.054248679788766206,5.02,,,0
00-0027695,Tony Moeaki,23,3,29,75,250,2010,,0.64,73,7.62,0.04,8.23,2.45,0.42,0,,,,,0.16186252771618626,0.16186372205763533,0.12896253602305474,0.37228476922038767,0.12,0.1949685534591195,0.18478260869565216,0.15279038718291055,0.17246461949265687,1.2328159645232817,0.09875208804166258,7.54,,,0
00-0027695,Tony Moeaki,25,3,29,75,250,2012,,0.59,56,8.09,0.02,10.07,2.23,0.43,0,,,,,0.1320754716981132,0.16385822196397443,0.11220825852782765,0.32919978511834935,0.125,0.1875,0.18382352941176472,0.14981688511950655,0.16470701619121048,1.0683962264150944,0.09687873494529742,6.02,,,0
00-0027695,Tony Moeaki,27,3,29,75,250,2014,2015,0.62,13,10.31,0.08,7.92,5.54,0.46,0,,,,,0.08024691358024691,0.07399425287356322,0.1095890410958904,0.17956577266922094,0.14285714285714285,0.1016949152542373,0.10606060606060606,0.12316602316602315,0.11135135135135135,0.8271604938271605,0.059825327510917035,4.57,4.93,0.08,0
00-0027695,Tony Moeaki,28,3,29,75,250,2015,,0.60,5,11.60,0.20,2.40,10.60,0.60,0,,,,,0.045871559633027525,0.013468013468013467,0.14171122994652408,0.07958175022395206,0.25,0.07317073170731707,0.08888888888888889,0.15989771359807461,0.10583634175691937,0.5321100917431193,0.05919052951527755,4.93,,,0
00-0027696,Jimmy Graham,24,3,31,79,265,2010,2011,0.70,44,8.09,0.11,8.32,3.14,0.48,1,3.00,0.00,1.00,0.48,0.0873015873015873,0.09113545816733068,0.09299191374663072,0.2038607474862455,0.19230769230769232,0.11413043478260869,0.12380952380952381,0.14613980515412697,0.11843907286198778,0.7063492063492064,0.07909945797688239,8.81,16.33,0.85,1
00-0027696,Jimmy Graham,25,3,31,79,265,2011,2012,0.66,149,8.79,0.07,9.22,3.07,0.50,0,,,,,0.22507552870090636,0.27143421572500986,0.1869885433715221,0.5547606656313675,0.2391304347826087,0.2642857142857143,0.2607361963190184,0.23854796035224896,0.2381984756940331,1.9788519637462236,0.14793197141994566,16.33,15.81,-0.03,1
00-0027696,Jimmy Graham,26,3,31,79,265,2012,2013,0.63,135,7.27,0.07,8.56,2.27,0.44,0,,,,,0.21293375394321767,0.22545383564317784,0.1487603305785124,0.4997636994293688,0.23076923076923078,0.236,0.23529411764705882,0.21746361746361748,0.20948024948024951,1.5488958990536277,0.1457897971727105,15.81,16.86,0.07,1
00-0027696,Jimmy Graham,27,3,31,79,265,2013,2014,0.60,143,8.50,0.11,9.90,2.78,0.43,0,,,,,0.2196620583717358,0.27185398655139287,0.16303901437371662,0.5469762767987181,0.41025641025641024,0.25,0.27208480565371024,0.3228151481735364,0.2703503909238121,1.8663594470046083,0.17482920310141822,16.86,15.33,-0.09,1
00-0027696,Jimmy Graham,28,3,31,79,265,2014,2015,0.69,124,7.17,0.08,8.38,2.37,0.44,0,,,,,0.1962025316455696,0.2152921674264401,0.14107485604606526,0.46653753140950655,0.35714285714285715,0.22040816326530613,0.23443223443223443,0.27324661493990565,0.22290886961813483,1.4066455696202531,0.1455247499683504,15.33,10.95,-0.29,0
00-0027696,Jimmy Graham,29,3,31,79,265,2015,2016,0.65,74,8.18,0.03,9.14,2.97,0.39,0,,,,,0.2276923076923077,0.24546114742193173,0.1777059773828756,0.537907379476007,0.1111111111111111,0.2396694214876033,0.22302158273381295,0.16664626433263965,0.1999673562655568,1.8615384615384616,0.12346058482408148,10.95,10.52,-0.04,0
00-0027696,Jimmy Graham,30,3,31,79,265,2016,2017,0.68,95,9.72,0.06,9.31,3.42,0.47,1,0.00,0.00,0.00,-0.47,0.1675485008818342,0.18230563002680966,0.1770152505446623,0.39716725534419905,0.2608695652173913,0.22167487684729065,0.22566371681415928,0.23479932354040076,0.21915717853420644,1.6278659611992945,0.13310551406994894,10.52,10.69,0.02,0
00-0027696,Jimmy Graham,31,3,31,79,265,2017,2018,0.59,96,5.42,0.10,7.58,2.20,0.33,0,,,,,0.17297297297297298,0.13409467673604716,0.13113735239279056,0.3667352008482972,0.29411764705882354,0.17486338797814208,0.1935483870967742,0.21240187454725545,0.1633724110403146,0.9369369369369369,0.12179834183310065,10.69,8.16,-0.24,0
00-0027696,Jimmy Graham,32,3,31,79,265,2018,2019,0.62,89,7.15,0.02,9.52,2.93,0.36,0,,,,,0.1390625,0.1494617963649197,0.1187983614019117,0.3281631870919358,0.08,0.15384615384615385,0.1459227467811159,0.10869734283862606,0.1259157485418017,0.99375,0.0849839922954788,8.16,5.59,-0.31,0
00-0027696,Jimmy Graham,33,3,31,79,265,2019,2020,0.63,60,7.45,0.05,8.88,4.10,0.38,0,,,,,0.10471204188481675,0.10625996810207336,0.12094395280235988,0.24207603730888383,0.11538461538461539,0.12105263157894737,0.12037037037037036,0.11333084391336819,0.11209858103061987,0.7801047120418848,0.06935834917486293,5.59,8.45,0.51,1
00-0027696,Jimmy Graham,34,3,31,79,265,2020,2021,0.66,76,6.00,0.11,6.83,2.61,0.42,0,,,,,0.1237785016286645,0.10657084188911704,0.11531741409435062,0.2709244259542904,0.3076923076923077,0.14678899082568808,0.16393442622950818,0.21193532582067615,0.1544811366976972,0.742671009771987,0.10125511211394725,8.45,4.61,-0.45,0
00-0027696,Jimmy Graham,35,3,31,79,265,2021,,0.61,23,7.26,0.13,8.00,2.39,0.43,0,,,,,0.0583756345177665,0.05993485342019544,0.04396482813749001,0.13551133451280611,0.25,0.07751937984496124,0.09219858156028368,0.15641459744168548,0.10026335590669677,0.42385786802030456,0.0579680318309666,4.61,,,0
00-0027714,Dennis Pitta,25,4,16,76,238,2010,2011,0.20,5,0.20,0.00,13.20,0.00,0.00,0,,,,,0.05434782608695652,0.06846473029045644,0,0.13629352336279993,0,0,0,0.0008445945945945946,0.0013513513513513514,0.010869565217391304,0.005530973451327434,0.37,6.16,15.65,1
00-0027714,Dennis Pitta,26,4,16,76,238,2011,2012,0.71,56,7.23,0.05,6.57,3.18,0.50,0,,,,,0.11359026369168357,0.08043715846994536,0.13185185185185186,0.23473512231348165,0.17647058823529413,0.1686746987951807,0.16939890710382513,0.150987075958366,0.13569696859220912,0.821501014198783,0.08742500088756346,6.16,8.50,0.38,1
00-0027714,Dennis Pitta,27,4,16,76,238,2012,2013,0.65,94,7.12,0.07,8.85,2.69,0.31,0,,,,,0.16785714285714284,0.1513277555474718,0.15578817733990147,0.3728479187236917,0.3181818181818182,0.15934065934065933,0.17647058823529413,0.24279961779961778,0.1975702975702976,1.1946428571428571,0.1215707600498018,8.50,10.73,0.26,0
00-0027714,Dennis Pitta,28,4,16,76,238,2013,2014,0.61,33,5.12,0.03,7.36,1.39,0.33,0,,,,,0.18333333333333332,0.147005444646098,0.11471321695760599,0.39260435571687835,0.25,0.20754716981132076,0.21052631578947367,0.21674809989142235,0.19679695982627582,0.9388888888888889,0.14045311681508646,10.73,9.50,-0.11,0
00-0027714,Dennis Pitta,29,4,16,76,238,2014,,0.76,21,5.95,0.00,5.10,2.62,0.33,0,,,,,0.1721311475409836,0.11955307262569832,0.17350157728706625,0.3538391794120341,0,0.2,0.1794871794871795,0.08585164835164835,0.13736263736263737,1.0245901639344261,0.10794636769941672,9.50,,,0
00-0027714,Dennis Pitta,31,4,16,76,238,2016,,0.71,121,6.02,0.02,6.16,2.44,0.31,0,,,,,0.17820324005891017,0.14775882586275288,0.14114832535885166,0.38551192077856755,0.1,0.18048780487804877,0.17333333333333334,0.13392816025788626,0.15428505641261803,1.0736377025036818,0.11767410751609399,10.56,,,0
