player_id,name,age,draft_round,draft_pick,height,weight,season,pred_season,completions,targets,receiving_yards_yards,receiving_tds,adot,receiving_yac,firstdowns_per_tgt,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_epa,tgt_sh,ay_sh,yac_sh,wopr_y,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,fantasy_points_ppr,pred_fantasy_points,pct_increase,breakout
00-0031558,Maxx Williams,27,2,23,76,252,2021,,0.94,17,11.35,0.06,5.29,7.35,0.53,0,,,,,0.10303030303030303,0.07097791798107256,0.16823687752355315,0.2113277889303126,0.1,0.13846153846153847,0.13333333333333333,0.11382275132275133,0.12211640211640212,1.1696969696969697,0.07681148638595446,8.26,,,0
00-0031585,MyCole Pruitt,23,5,7,74,245,2015,2016,0.63,16,5.56,0.00,7.44,2.88,0.19,0,,,,,0.05333333333333334,0.052515445719329215,0.04060017652250662,0.12201235657546337,0,0.03125,0.02912621359223301,0.021813725490196077,0.03490196078431373,0.2966666666666667,0.02576687116564417,1.72,1.65,-0.04,0
00-0031585,MyCole Pruitt,24,5,7,74,245,2016,,1.00,2,6.50,0.00,2.00,4.50,0.00,0,,,,,0.03571428571428571,0.01020408163265306,0.039473684210526314,0.06173469387755102,0,0,0,0.015815085158150853,0.025304136253041367,0.23214285714285715,0.022112034307156258,1.65,,,0
00-0031585,MyCole Pruitt,26,5,7,74,245,2018,2019,0.82,11,9.27,0.09,9.64,2.55,0.55,0,,,,,0.05913978494623656,0.07664497469269703,0.03982930298719772,0.15002565717351246,0.14285714285714285,0.09523809523809523,0.1,0.10734406438631791,0.08603621730382294,0.5483870967741935,0.04744869139521747,3.60,2.33,-0.35,0
00-0031585,MyCole Pruitt,27,5,7,74,245,2019,2020,0.75,8,11.25,0.13,3.75,8.13,0.50,0,,,,,0.05333333333333334,0.02086230876216968,0.0771055753262159,0.09668984700973575,0.0625,0.058823529411764705,0.05952380952380952,0.059641167192429026,0.05792586750788643,0.6,0.03302925448254168,2.33,4.38,0.88,0
00-0031585,MyCole Pruitt,28,5,7,74,245,2020,2021,0.63,8,6.13,0.25,8.38,1.63,0.50,0,,,,,0.04395604395604396,0.04102878138395591,0.02495201535508637,0.09875709104123066,0.18181818181818182,0.05128205128205128,0.06741573033707865,0.10763264039714551,0.06312131554452374,0.2692307692307692,0.040630797773654914,4.38,4.85,0.11,0
00-0031585,MyCole Pruitt,29,5,7,74,245,2021,,0.78,18,8.06,0.17,6.56,3.28,0.56,0,,,,,0.05787781350482315,0.053225078935498424,0.051890941072999124,0.12939678340563346,0.25,0.09009009009009009,0.10569105691056911,0.15752579632122027,0.10204127411395245,0.4662379421221865,0.05693423802033198,4.85,,,0
00-0031598,Nick Boyle,22,5,35,76,270,2015,2016,0.78,23,6.65,0.00,4.57,4.35,0.43,0,,,,,0.071875,0.048678720445062586,0.09233610341643583,0.14675547635605007,0,0.0970873786407767,0.08695652173913043,0.03501144164759725,0.056018306636155604,0.478125,0.04724936420827198,4.41,3.47,-0.21,0
00-0031598,Nick Boyle,23,5,35,76,270,2016,2017,1.00,6,7.33,0.00,3.83,3.50,0.17,0,,,,,0.0410958904109589,0.02547065337763012,0.046255506607929514,0.08202035831854246,0,0.022727272727272728,0.0196078431372549,0.02263374485596708,0.03621399176954733,0.3013698630136986,0.030103045038786615,3.47,3.35,-0.03,0
00-0031598,Nick Boyle,24,5,35,76,270,2017,2018,0.76,37,5.49,0.00,2.03,4.14,0.30,0,,,,,0.07198443579766536,0.021897810218978103,0.10866477272727272,0.12549490187168053,0,0.0738255033557047,0.0658682634730539,0.03431372549019608,0.05490196078431373,0.3949416342412451,0.04297602570017601,3.35,3.69,0.10,0
00-0031598,Nick Boyle,25,5,35,76,270,2018,2019,0.62,37,5.76,0.00,3.24,3.78,0.27,0,,,,,0.08314606741573034,0.030943785456420837,0.10827532869296211,0.14947412948873218,0,0.06711409395973154,0.06097560975609756,0.0351137487636004,0.05618199802176064,0.4786516853932584,0.04148250805303767,3.69,4.69,0.27,0
00-0031598,Nick Boyle,26,5,35,76,270,2019,2020,0.72,43,7.47,0.05,6.12,3.72,0.30,0,,,,,0.10336538461538461,0.07398030942334739,0.11527377521613832,0.21423232446175483,0.0625,0.08125,0.078125,0.08239722753346079,0.09433556405353728,0.7716346153846154,0.05236295686854178,4.69,4.14,-0.12,0
00-0031598,Nick Boyle,27,5,35,76,270,2020,2021,0.82,17,6.65,0.12,4.88,2.59,0.47,0,,,,,0.068,0.038586703858670385,0.05759162303664921,0.1328693630869363,0.14285714285714285,0.08602150537634409,0.09345794392523364,0.10306350983842585,0.07918733002719565,0.452,0.05029394315301225,4.14,0.60,-0.86,0
00-0031598,Nick Boyle,28,5,35,76,270,2021,,0.50,2,1.00,0.00,1.50,0.00,0.00,0,,,,,0.029411764705882353,0.006369426751592357,0,0.04921318846009741,,0,0,,,0.029411764705882353,0.009019843656043294,0.60,,,0
00-0031609,A.J. Derby,25,6,26,77,240,2016,2017,0.80,20,8.00,0.00,6.75,2.50,0.35,0,,,,,0.0881057268722467,0.06450071667462971,0.08488964346349745,0.18375916364807382,0,0.09333333333333334,0.08433734939759036,0.0486322188449848,0.07781155015197569,0.7048458149779736,0.06246096189881324,5.00,5.04,0.01,0
00-0031609,A.J. Derby,26,6,26,77,240,2017,2018,0.53,40,6.10,0.05,9.05,2.30,0.28,0,,,,,0.09900990099009901,0.10716400236826525,0.0746147607461476,0.23424605337976073,0.15384615384615385,0.08461538461538462,0.09090909090909091,0.12256467812023368,0.10379579268468157,0.6039603960396039,0.06539805458494664,5.04,4.60,-0.09,0
00-0031609,A.J. Derby,27,6,26,77,240,2018,,0.60,5,9.60,0.20,8.80,1.80,0.60,0,,,,,0.05952380952380952,0.0713128038897893,0.022113022113022112,0.14633595739754574,0.16666666666666666,0.0967741935483871,0.10810810810810811,0.11657433056325023,0.08651892890120037,0.5714285714285714,0.05524861878453039,4.60,,,0
00-0031610,Darren Waller,23,6,28,78,255,2015,2016,0.33,6,3.00,0.00,14.33,2.17,0.17,0,,,,,0.05263157894736842,0.09896432681242807,0.02968036529680365,0.1581188298709951,0,0.027777777777777776,0.025,0.011538461538461539,0.018461538461538463,0.15789473684210525,0.013044970820460007,1.27,3.81,2.00,1
00-0031610,Darren Waller,24,6,28,78,255,2016,,0.59,17,5.00,0.12,6.71,2.29,0.41,0,,,,,0.050746268656716415,0.05349601126231816,0.03291139240506329,0.11891621199492916,0.14285714285714285,0.06481481481481481,0.07377049180327869,0.09042723034676543,0.058969282840538984,0.2537313432835821,0.039406703015581794,3.81,,,0
00-0031610,Darren Waller,26,6,28,78,255,2018,2019,1.00,6,12.50,0.00,3.17,9.33,0.67,1,21.00,0.00,1.00,1.45,0.061855670103092786,0.027616279069767442,0.23628691983122363,0.11487652841045314,0,0.12903225806451613,0.125,0.06097560975609756,0.0975609756097561,0.7731958762886598,0.07918781725888326,5.20,13.81,1.66,1
00-0031610,Darren Waller,27,6,28,78,255,2019,2020,0.77,117,9.79,0.03,7.25,4.94,0.45,2,2.50,0.00,0.00,-0.14,0.2237093690248566,0.24459186616671474,0.2684626103111937,0.5312375464706567,0.13636363636363635,0.27319587628865977,0.25925925925925924,0.2074762220747622,0.25014377350143774,2.1892925430210326,0.1581169063461401,13.81,17.41,0.26,1
00-0031610,Darren Waller,28,6,28,78,255,2020,2021,0.74,145,8.25,0.06,7.78,3.94,0.48,0,,,,,0.2631578947368421,0.25111308993766696,0.2782101167315175,0.5956273140553967,0.32142857142857145,0.33495145631067963,0.3333333333333333,0.29715051660636876,0.28258368371304715,2.17059891107078,0.1823035950321289,17.41,11.13,-0.36,0
00-0031610,Darren Waller,29,6,28,78,255,2021,,0.59,93,7.15,0.02,9.87,2.60,0.33,0,,,,,0.22355769230769232,0.2556390977443609,0.1567357512953368,0.5398478166570272,0.11764705882352941,0.22794117647058823,0.21568627450980393,0.16016458396830235,0.1856750990551661,1.5985576923076923,0.1292552573486697,11.13,,,0
00-0031690,Eric Tomlinson,25,,,78,263,2017,2018,0.73,11,11.00,0.09,6.00,6.18,0.36,0,,,,,0.041666666666666664,0.036646307606885066,0.07311827956989247,0.09181704608550806,0.1,0.047058823529411764,0.05263157894736842,0.08309628008752735,0.07295404814004378,0.4583333333333333,0.04116589382038422,3.26,1.90,-0.42,0
00-0031690,Eric Tomlinson,26,,,78,263,2018,2019,0.57,14,5.14,0.00,3.21,6.36,0.21,0,,,,,0.05223880597014925,0.018955349620893007,0.10183066361556065,0.0935224886519383,0,0.039473684210526314,0.03529411764705882,0.020905923344947737,0.03344947735191638,0.26865671641791045,0.025912918953936378,1.90,1.10,-0.42,0
00-0031690,Eric Tomlinson,27,,,78,263,2019,2020,1.00,1,1.00,0.00,0.00,1.00,0.00,0,,,,,0.022222222222222223,0,0.008130081300813009,0.03333333333333333,0,0,0,0.002008032128514056,0.0032128514056224897,0.022222222222222223,0.011082006850695145,1.10,0.00,-1.00,0
00-0031690,Eric Tomlinson,28,,,78,263,2020,2021,0.00,1,0.00,0.00,34.00,0.00,0.00,0,,,,,0.038461538461538464,0.13385826771653545,0,0.16477892186553605,0,0,0,0,0,0,0,0.00,1.70,,0
00-0031690,Eric Tomlinson,29,,,78,263,2021,,1.00,1,7.00,0.00,3.00,4.00,0.00,0,,,,,0.024390243902439025,0.009287925696594427,0.028368794326241134,0.04401570641093408,0,0,0,0.013157894736842105,0.021052631578947368,0.17073170731707318,0.014056556970398546,1.70,,,0
00-0031744,Matt LaCosse,23,,,78,255,2015,,1.00,3,7.33,0.00,4.33,3.00,0.67,0,,,,,0.08823529411764706,0.05752212389380531,0.047619047619047616,0.17837064029151484,0,0.18181818181818182,0.15384615384615385,0.03642384105960265,0.05827814569536424,0.6470588235294118,0.0609041930194425,5.20,,,0
00-0031744,Matt LaCosse,25,,,78,255,2017,2018,0.00,1,0.00,0.00,2.00,0.00,0.00,0,,,,,0.05263157894736842,0.029411764705882353,0,0.10247678018575851,0,0,0,0,0,0,0,0.00,4.23,,0
00-0031744,Matt LaCosse,26,,,78,255,2018,2019,0.65,37,6.76,0.03,5.46,3.86,0.30,0,,,,,0.07676348547717843,0.05720758991787029,0.09085133418043202,0.16091130015006389,0.058823529411764705,0.07236842105263158,0.07100591715976332,0.06713053356526678,0.07211473605736804,0.5186721991701245,0.04820924565678523,4.23,4.01,-0.05,0
00-0031744,Matt LaCosse,27,,,78,255,2019,,0.68,19,6.89,0.05,7.05,2.42,0.32,0,,,,,0.06291390728476821,0.055949895615866385,0.051627384960718295,0.13913077741984545,0.07142857142857142,0.06315789473684211,0.06422018348623854,0.0690985874472113,0.06770059705839523,0.4337748344370861,0.04444259843827878,4.01,,,0
00-0031788,Matt Lengel,26,,,79,266,2016,,0.67,3,7.33,0.33,11.00,0.33,0.33,0,,,,,0.047619047619047616,0.06748466257668712,0.004032258064516129,0.1254163014899211,0.16666666666666666,0.041666666666666664,0.06666666666666667,0.10551075268817203,0.06881720430107527,0.3492063492063492,0.04682335659199413,5.10,,,0
00-0031788,Matt Lengel,28,,,79,266,2018,,0.38,8,2.13,0.13,5.00,0.88,0.25,0,,,,,0.03636363636363636,0.02151694459386767,0.0109375,0.07175901022054867,0.1111111111111111,0.03076923076923077,0.04054054054054054,0.06209905055170644,0.03269181421606364,0.07727272727272727,0.021878706089232407,1.78,,,0
00-0031884,Gabe Holmes,26,,,77,255,2017,,0.00,1,0.00,0.00,15.00,0.00,0.00,0,,,,,0.024390243902439025,0.045454545454545456,0,0.07294900221729492,,0,0,,,0,0,0.00,,,0
00-0031922,Khari Lee,23,,,76,253,2015,2016,0.33,3,2.33,0.00,11.67,1.33,0.00,0,,,,,0.028037383177570093,0.03837719298245614,0.012307692307692308,0.07275782915232006,0,0,0,0.0045632333767926985,0.007301173402868318,0.06542056074766354,0.006617876051074433,0.57,0.00,-1.00,0
00-0031922,Khari Lee,24,,,76,253,2016,,0.00,1,0.00,0.00,3.00,0.00,0.00,0,,,,,0.027777777777777776,0.011363636363636364,0,0.05075757575757576,,0,0,,,0,0,0.00,,,0
00-0031922,Khari Lee,26,,,76,253,2018,,1.00,1,5.00,0.00,-1.00,6.00,0.00,0,,,,,0.030303030303030304,-0.003257328990228013,0.08695652173913043,0.04284868226236305,,0,0,,,0.15151515151515152,0.040606388738494856,1.50,,,0
00-0031951,James O'Shaughnessy,23,5,37,76,245,2015,2016,0.67,9,9.67,0.00,5.44,6.33,0.44,0,,,,,0.05232558139534884,0.04298245614035088,0.07345360824742268,0.11287433700530397,0,0.06896551724137931,0.06349206349206349,0.03215077605321508,0.05144124168514413,0.5058139534883721,0.035625999709175515,2.94,0.63,-0.79,0
00-0031951,James O'Shaughnessy,24,5,37,76,245,2016,2017,0.67,3,-0.33,0.00,2.33,0.00,0.00,0,,,,,0.02857142857142857,0.011164274322169059,0,0.051788562314878106,0,0,0,-0.0008771929824561404,-0.0014035087719298247,-0.009523809523809525,0.008755760368663594,0.63,2.18,2.46,1
00-0031951,James O'Shaughnessy,25,5,37,76,245,2017,2018,0.58,24,6.21,0.04,5.58,3.79,0.38,0,,,,,0.05429864253393665,0.04053236539624924,0.052968568102444706,0.11387385611790438,0.05263157894736842,0.05421686746987952,0.05405405405405406,0.04945243543641713,0.047544949329846355,0.33710407239819007,0.029288351795904666,2.18,3.49,0.60,1
00-0031951,James O'Shaughnessy,26,5,37,76,245,2018,2019,0.63,38,5.63,0.00,6.00,3.21,0.26,0,,,,,0.08857808857808858,0.07303010890454836,0.07989521938441388,0.19129121999077156,0,0.07407407407407407,0.06756756756756757,0.038447718289615525,0.06151634926338484,0.4988344988344988,0.04922369676468037,3.49,8.26,1.37,1
00-0031951,James O'Shaughnessy,27,5,37,76,245,2019,2020,0.70,20,7.65,0.10,6.05,4.05,0.35,0,,,,,0.11560693641618497,0.08437935843793584,0.13705583756345177,0.24091389137462613,0.2,0.11475409836065574,0.1267605633802817,0.15649926144756277,0.13039881831610045,0.884393063583815,0.08833090940200186,8.26,3.61,-0.56,0
00-0031951,James O'Shaughnessy,28,5,37,76,245,2020,2021,0.74,38,6.89,0.00,7.21,2.47,0.32,0,,,,,0.06563039723661486,0.060726950354609927,0.05703883495145631,0.14702715613861023,0,0.06091370558375635,0.05405405405405406,0.034437434279705574,0.05509989484752892,0.4525043177892919,0.040624812616177966,3.61,7.20,0.99,1
00-0031951,James O'Shaughnessy,29,5,37,76,245,2021,,0.71,34,7.18,0.00,6.65,3.35,0.29,0,,,,,0.12546125461254612,0.09732988802756244,0.17378048780487804,0.2660557923408692,0,0.13157894736842105,0.12345679012345678,0.07953063885267275,0.12724902216427642,0.9003690036900369,0.10549229738780977,7.20,,,0
00-0031968,E.J. Bibbs,24,,,74,258,2015,,0.50,2,3.50,0.00,2.50,1.00,0.00,0,,,,,0.023255813953488372,0.0070126227208976155,0.009569377990430622,0.04049381910695065,0,0,0,0.00674373795761079,0.010789980732177264,0.08139534883720931,0.01098475058154562,0.85,,,0
00-0032004,Will Tye,24,,,74,260,2015,2016,0.68,62,7.48,0.05,5.74,3.13,0.37,0,,,,,0.1203883495145631,0.08998988877654196,0.11239860950173812,0.2525744352930782,0.09375,0.1329479768786127,0.12682926829268293,0.10890708556149734,0.11800133689839573,0.9009708737864077,0.08087380897048571,8.03,5.50,-0.32,0
00-0032004,Will Tye,25,,,74,260,2016,2017,0.69,70,5.64,0.01,6.03,2.66,0.23,0,,,,,0.11705685618729098,0.08974904296044237,0.09249129786176032,0.24738451864929034,0.038461538461538464,0.08421052631578947,0.0787037037037037,0.06827472254589215,0.08616263299650437,0.6605351170568562,0.07009100586215686,5.50,3.90,-0.29,0
00-0032004,Will Tye,26,,,74,260,2017,,0.67,6,6.33,0.00,3.33,3.17,0.17,0,,,,,0.09523809523809523,0.05420054200542006,0.11585365853658537,0.1862175764614789,0,0.058823529411764705,0.05263157894736842,0.053824362606232294,0.08611898016997167,0.6031746031746031,0.06102331403536223,3.90,,,0
00-0032062,Blake Bell,24,4,18,78,252,2015,2016,0.60,25,7.44,0.00,7.44,3.68,0.20,0,,,,,0.07739938080495357,0.08819345661450925,0.07776838546069316,0.18665383649903777,0,0.052083333333333336,0.04672897196261682,0.04140694568121104,0.06625111308993767,0.5758513931888545,0.046119636533340655,3.73,2.08,-0.44,0
00-0032062,Blake Bell,25,4,18,78,252,2016,2017,0.44,9,9.44,0.00,12.00,3.44,0.22,0,,,,,0.04568527918781726,0.06813880126182965,0.06212424849699399,0.12303895979118962,0,0.03389830508474576,0.029411764705882353,0.037411971830985914,0.05985915492957747,0.43147208121827413,0.026486417764970124,2.08,2.30,0.11,0
00-0032062,Blake Bell,26,4,18,78,252,2017,2018,0.75,4,4.75,0.00,1.50,3.00,0.25,0,,,,,0.03571428571428571,0.006097560975609756,0.04897959183673469,0.05844947735191637,0,0.03225806451612903,0.030303030303030304,0.014264264264264264,0.022822822822822823,0.16964285714285715,0.03348864298194525,2.30,2.10,-0.09,0
00-0032062,Blake Bell,27,4,18,78,252,2018,2019,0.73,11,6.09,0.00,5.27,3.45,0.27,0,,,,,0.05116279069767442,0.03900470746469401,0.05241379310344828,0.10794795201826683,0,0.05263157894736842,0.04838709677419355,0.026049766718507,0.041679626749611204,0.3116279069767442,0.03277299683417309,2.10,1.13,-0.46,0
00-0032062,Blake Bell,28,4,18,78,252,2019,2020,0.53,15,4.47,0.00,6.60,0.60,0.20,0,,,,,0.04032258064516129,0.03241650294695481,0.006245662734212352,0.0864170733253058,0,0.02127659574468085,0.01818181818181818,0.010658606426980593,0.01705377028316895,0.18010752688172044,0.013365823498390645,1.13,2.02,0.79,1
00-0032062,Blake Bell,29,4,18,78,252,2020,2021,0.73,15,7.33,0.00,5.13,3.20,0.47,1,2.00,0.00,1.00,0.73,0.03289473684210526,0.021843971631205675,0.030456852791878174,0.06681728256812244,0,0.03932584269662921,0.03482587064676617,0.01575028636884307,0.025200458190148912,0.2412280701754386,0.018566840626254518,2.02,1.70,-0.16,0
00-0032062,Blake Bell,30,4,18,78,252,2021,,0.69,13,6.69,0.00,2.38,5.15,0.31,4,2.50,0.00,1.00,0.82,0.028888888888888888,0.00899332753118654,0.03667214012041598,0.05052799535828257,0,0.022727272727272728,0.019801980198019802,0.013335377069282648,0.02133660331085224,0.19333333333333333,0.01605177771292211,1.70,,,0
00-0032089,Brian Parker,23,,,76,265,2015,,0.50,2,3.00,0.00,2.50,3.50,0.00,0,,,,,0.03773584905660377,0.013227513227513227,0.035175879396984924,0.06718578416691624,0,0,0,0.00911854103343465,0.01458966565349544,0.11320754716981132,0.011742257448994571,0.80,,,0
00-0032089,Brian Parker,26,,,76,265,2018,,0.50,10,3.30,0.00,4.30,2.90,0.20,0,,,,,0.04048582995951417,0.023548740416210297,0.042028985507246375,0.0795677372722395,0,0.024096385542168676,0.021739130434782608,0.010707332900713823,0.01713173264114212,0.13360323886639677,0.016090260545905708,1.38,,,0
00-0032098,Daniel Brown,23,,,77,247,2015,2016,0.55,11,5.82,0.00,10.18,2.09,0.36,0,,,,,0.06666666666666667,0.08199121522693997,0.05665024630541872,0.165592972181552,0,0.07407407407407407,0.06779661016949153,0.029223744292237442,0.04675799086757991,0.3878787878787879,0.03755299818291944,3.10,5.73,0.85,1
00-0032098,Daniel Brown,24,,,77,247,2016,2017,0.80,20,6.20,0.05,6.65,2.25,0.40,0,,,,,0.0966183574879227,0.06303317535545024,0.08538899430740038,0.19535407651624426,0.1111111111111111,0.09195402298850575,0.09375,0.09545259545259545,0.08605748605748606,0.5990338164251208,0.0676818950930626,5.73,3.24,-0.43,0
00-0032098,Daniel Brown,25,,,77,247,2017,,0.65,20,6.45,0.00,7.55,2.30,0.45,0,,,,,0.08130081300813008,0.07872784150156413,0.05997392438070404,0.18493349271344645,0,0.1111111111111111,0.10465116279069768,0.03869226154769046,0.06190761847630474,0.524390243902439,0.04571287373362985,3.24,,,0
00-0032098,Daniel Brown,27,,,77,247,2019,2020,0.64,11,6.55,0.09,10.09,1.91,0.36,0,,,,,0.05263157894736842,0.0589171974522293,0.03409090909090909,0.12608112638283608,0.1,0.057971014492753624,0.06329113924050633,0.07567760342368046,0.06108416547788874,0.3444976076555024,0.04203254400932206,3.37,2.55,-0.24,0
00-0032098,Daniel Brown,28,,,77,247,2020,2021,1.00,2,15.50,0.00,5.00,10.50,1.00,0,,,,,0.029850746268656716,0.017889087656529516,0.07446808510638298,0.05908738952820869,0,0.08,0.06896551724137931,0.03202479338842975,0.0512396694214876,0.4626865671641791,0.029317084387215447,2.55,4.90,0.92,0
00-0032098,Daniel Brown,29,,,77,247,2021,,1.00,2,14.50,0.00,3.50,11.00,0.50,0,,,,,0.06060606060606061,0.029535864978902954,0.14864864864864866,0.11453778289221328,0,0.07142857142857142,0.06666666666666667,0.06196581196581197,0.09914529914529915,0.8787878787878788,0.05647763946519133,4.90,,,0
00-0032117,Nick O'Leary,23,6,18,75,252,2015,2016,0.33,3,12.33,0.00,6.67,12.33,0.33,0,,,,,0.0410958904109589,0.026525198938992044,0.15611814345991562,0.08286399476763198,0,0.037037037037037035,0.034482758620689655,0.03104026845637584,0.049664429530201344,0.5068493150684932,0.01997110563440129,1.57,2.24,0.43,1
00-0032117,Nick O'Leary,24,6,18,75,252,2016,2017,0.64,14,8.14,0.00,9.21,3.07,0.36,0,,,,,0.04929577464788732,0.04871601208459214,0.06286549707602339,0.1129164716395047,0,0.05263157894736842,0.04854368932038835,0.03076092822450081,0.049217485159201296,0.4014084507042254,0.027653638181773292,2.24,4.59,1.05,1
00-0032117,Nick O'Leary,25,6,18,75,252,2017,2018,0.69,32,10.06,0.06,11.25,3.75,0.44,0,,,,,0.08060453400503778,0.1064773735581189,0.10743061772605192,0.20608869985405182,0.13333333333333333,0.1076923076923077,0.1103448275862069,0.1271021021021021,0.12336336336336337,0.8110831234256927,0.0658623661208913,4.59,4.52,-0.02,0
00-0032117,Nick O'Leary,26,6,18,75,252,2018,2019,0.80,10,8.60,0.10,3.90,6.50,0.60,0,,,,,0.0625,0.02986217457886677,0.11343804537521815,0.11763973966309342,0.125,0.1111111111111111,0.11290322580645161,0.10242571959145776,0.08888115134633243,0.5375,0.057030382557787425,4.52,3.74,-0.17,0
00-0032117,Nick O'Leary,27,6,18,75,252,2019,,0.72,18,6.06,0.06,5.28,2.17,0.22,0,,,,,0.05844155844155844,0.040169133192389,0.04961832061068702,0.11979764421624886,0.16666666666666666,0.05263157894736842,0.06097560975609756,0.11567754698318497,0.08508407517309595,0.3538961038961039,0.05627705627705628,3.74,,,0
00-0032120,Neal Sterling,24,7,3,76,257,2016,2017,0.75,16,6.88,0.00,7.81,3.00,0.38,0,,,,,0.0963855421686747,0.09788566953797964,0.09917355371900827,0.22288684888339577,0,0.13636363636363635,0.12244897959183673,0.06373117033603708,0.10196987253765932,0.6626506024096386,0.0673854447439353,4.60,3.55,-0.23,0
00-0032120,Neal Sterling,25,7,3,76,257,2017,2018,0.55,11,7.45,0.00,8.73,3.82,0.45,0,,,,,0.09016393442622951,0.08872458410351201,0.12316715542521994,0.20622556892215388,0,0.125,0.11363636363636363,0.045104510451045104,0.07216721672167217,0.6721311475409836,0.05187025131502046,3.55,2.68,-0.25,0
00-0032120,Neal Sterling,26,7,3,76,257,2018,,0.75,8,5.88,0.00,3.88,3.63,0.25,0,,,,,0.06557377049180328,0.028130671506352088,0.07435897435897436,0.12086519294278658,0,0.05405405405405406,0.046511627906976744,0.028076463560334528,0.04492234169653525,0.38524590163934425,0.035836291781097186,2.68,,,0
00-0032134,C.J. Uzomah,27,5,21,78,260,2020,2021,0.73,11,7.91,0.09,8.55,2.73,0.55,0,,,,,0.1134020618556701,0.12097812097812098,0.14285714285714285,0.26688558956600195,0.3333333333333333,0.17647058823529413,0.1891891891891892,0.25212835625409297,0.2034053700065488,0.8969072164948454,0.1259292133584822,11.35,6.42,-0.43,0
00-0032134,C.J. Uzomah,28,5,21,78,260,2021,,0.78,63,7.83,0.08,4.35,4.76,0.38,0,,,,,0.11977186311787072,0.06476010399432758,0.13003901170351106,0.23146587787226816,0.14285714285714285,0.11764705882352941,0.12133891213389121,0.12421229733863567,0.11302539002753136,0.9372623574144486,0.08013240896883393,6.42,,,0
00-0032135,Jesse James,21,5,24,79,250,2015,2016,0.73,11,5.09,0.09,6.27,1.82,0.18,0,,,,,0.0502283105022831,0.02956298200514139,0.02418379685610641,0.09899285135753777,0.1,0.02702702702702703,0.03571428571428571,0.06482265749073585,0.04371625198517735,0.2557077625570776,0.03618939114700265,3.60,4.78,0.33,1
00-0032135,Jesse James,22,5,24,79,250,2016,2017,0.65,60,5.63,0.05,6.57,2.15,0.33,0,,,,,0.10067114093959731,0.07606177606177607,0.06505295007564296,0.21185613225881683,0.09090909090909091,0.09523809523809523,0.09465020576131687,0.08406546617650112,0.07995929133694726,0.5671140939597316,0.058438131524411435,4.78,6.55,0.37,1
00-0032135,Jesse James,23,5,24,79,250,2017,2018,0.68,63,5.90,0.05,6.13,3.05,0.32,0,,,,,0.11666666666666667,0.0825491873396065,0.09917355371900827,0.24103934987168518,0.11538461538461539,0.10152284263959391,0.1031390134529148,0.10403012533057376,0.09721743129814879,0.6888888888888889,0.07241567482264798,6.55,6.02,-0.08,0
00-0032135,Jesse James,24,5,24,79,250,2018,2019,0.77,39,10.85,0.05,7.69,4.74,0.44,0,,,,,0.06587837837837837,0.06697923643670463,0.07364649681528662,0.15240095671693127,0.06666666666666667,0.07727272727272727,0.076,0.08054315476190477,0.08886904761904763,0.714527027027027,0.05540220820189274,6.02,2.32,-0.61,0
00-0032135,Jesse James,25,5,24,79,250,2019,2020,0.59,27,5.26,0.00,5.22,2.41,0.30,0,,,,,0.056842105263157895,0.0316001792917974,0.05233494363929147,0.11054330132817476,0,0.049689440993788817,0.04395604395604396,0.021156138259833136,0.03384982121573302,0.29894736842105263,0.027398751633038176,2.32,3.24,0.40,1
00-0032135,Jesse James,26,5,24,79,250,2020,2021,0.64,22,5.86,0.09,5.36,3.45,0.27,0,,,,,0.05104408352668213,0.03125,0.054873646209386284,0.10156612529002321,0.09090909090909091,0.036585365853658534,0.043010752688172046,0.06534353712892103,0.05000420486081911,0.29930394431554525,0.034740828064158895,3.24,4.80,0.48,0
00-0032135,Jesse James,27,5,24,79,250,2021,,0.88,8,7.75,0.13,6.75,2.25,0.38,0,,,,,0.05970149253731343,0.04891304347826087,0.046875,0.12868267358857885,0.3333333333333333,0.061224489795918366,0.07692307692307693,0.20318021201413428,0.12508833922261486,0.4626865671641791,0.06875313328081357,4.80,,,0
00-0032139,Ben Koyack,23,7,12,77,258,2016,2017,0.79,24,6.71,0.04,6.33,1.88,0.42,0,,,,,0.06876790830945559,0.054441260744985676,0.043731778425655975,0.14670487106017194,0.07692307692307693,0.08547008547008547,0.08461538461538462,0.07668566001899335,0.0765432098765432,0.46131805157593125,0.05513522215067611,4.57,1.20,-0.74,0
00-0032139,Ben Koyack,24,7,12,77,258,2017,,0.71,7,5.43,0.00,4.14,2.00,0.00,0,,,,,0.030973451327433628,0.016282987085906794,0.01520086862106406,0.05948656665987588,0,0,0,0.010704225352112675,0.01712676056338028,0.168141592920354,0.017745645744331254,1.20,,,0
00-0032139,Ben Koyack,26,7,12,77,258,2019,,0.33,3,3.00,0.00,1.67,1.00,0.00,0,,,,,0.02112676056338028,0.004205214465937763,0.007142857142857143,0.03505431241782063,0,0,0,0.005131128848346636,0.008209806157354619,0.06338028169014084,0.007230382829743512,0.63,,,0
00-0032141,Geoff Swaim,22,7,29,76,260,2015,2016,1.00,1,0.00,0.00,0.00,0.00,0.00,0,,,,,0.029411764705882353,0,0,0.044117647058823525,0,0,0,0,0,0,0.011706860220088973,1.00,2.15,1.15,0
