player_id,name,age,draft_round,draft_pick,height,weight,season,pred_season,completions,targets,receiving_yards,receiving_tds,adot,receiving_yac,firstdowns_per_tgt,carries,rushing_yards,rushing_tds,rushing_first_downs,tgt_sh,ay_sh,yac_sh,wopr_y,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,fantasy_points_ppr,pred_fantasy_points,pct_increase,breakout
00-0031102,Kapri Bibbs,23,8,32,70,203,2016,2017,0.50,4,18.75,0.25,-1.25,20.00,0.25,29,4.45,0.00,0.24,0.02,0.00,0.10638297872340426,0.021184360310687433,0.1,0.010638297872340425,0.019230769230769232,0.06902587519025875,0.050441400304414005,0.28517110266159695,0.04485579808573144,4.06,13.57,2.34,0
00-0031102,Kapri Bibbs,24,8,32,70,203,2017,2018,0.82,17,7.53,0.06,0.35,7.53,0.24,21,3.76,0.00,0.19,0.17,0.01,0.38323353293413176,0.26083941605839417,0.2,0.13793103448275862,0.14705882352941177,0.1980091883614089,0.19681470137825424,1.28,0.19351464435146445,13.57,6.87,-0.49,0
00-0031102,Kapri Bibbs,25,8,32,70,203,2018,,0.70,23,5.00,0.04,1.65,4.70,0.17,21,4.90,0.14,0.38,0.07,0.01,0.14457831325301204,0.12194950911640953,0.1,0.045454545454545456,0.05102040816326531,0.07971576227390181,0.06754521963824289,0.3709677419354839,0.09222504103865095,6.87,,,0
00-0031158,George Atkinson,24,8,32,73,220,2016,,0,0,0,0,0,0,0,7,4.86,0.14,0.43,0.00,0.00,0,0,0,0,0,0,0,0,0.0898833428953911,9.40,,,0
00-0031209,Senorise Perry,26,8,32,72,210,2017,,1.00,1,3.00,0.00,3.00,0.00,0.00,8,3.75,0.00,0.25,0.01,0.00,0,0.023452012383900926,0,0,0,0.0029644268774703555,0.0047430830039525695,0.039473684210526314,0.024343297101449276,2.15,,,0
00-0031209,Senorise Perry,28,8,32,72,210,2019,2020,1.00,1,1.00,0.00,-1.00,2.00,0.00,3,1.00,0.00,0.00,0.03,0.00,0.01680672268907563,0.03488562091503269,0,0,0,0,0,0.025,0.025234318673395813,1.40,0.90,-0.36,0
00-0031209,Senorise Perry,29,8,32,72,210,2020,,0,0,0,0,0,0,0,2,4.50,0.00,0.50,0.00,0.00,0,0,0,0,0,0,0,0,0.008673862760215882,0.90,,,0
00-0031277,Branden Oliver,23,8,32,68,208,2014,2015,0.80,45,6.02,0.02,-0.93,7.49,0.24,160,3.64,0.02,0.19,0.09,-0.01,0.2005952380952381,0.12695276114437792,0.037037037037037035,0.05851063829787234,0.05581395348837209,0.05442206912795148,0.06485308838250015,0.5409181636726547,0.11729471406890762,10.38,5.83,-0.44,0
00-0031277,Branden Oliver,24,8,32,68,208,2015,,0.87,15,7.47,0.00,-1.40,9.00,0.33,31,3.48,0.00,0.26,0.06,-0.01,0.12184115523465704,0.0748445948133519,0,0.05,0.043859649122807015,0.026755852842809364,0.04280936454849499,0.417910447761194,0.05163612758549467,5.83,,,0
00-0031277,Branden Oliver,26,8,32,68,208,2017,,0.55,11,2.36,0.00,-0.45,2.82,0.18,35,2.37,0.00,0.17,0.04,0.00,0.02897196261682243,0.05474290126518477,0,0.018867924528301886,0.01694915254237288,0.005847953216374269,0.00935672514619883,0.08873720136518772,0.02406995955107389,2.41,,,0
00-0031285,Devonta Freeman,22,4,3,68,206,2014,2015,0.81,37,6.08,0.03,2.05,4.59,0.22,65,3.82,0.02,0.14,0.06,0.02,0.08099094807050977,0.1002347563497973,0.03571428571428571,0.034334763948497854,0.034482758620689655,0.041501531255629616,0.044973878580435965,0.3560126582278481,0.0565443805378517,5.82,21.09,2.62,1
00-0031285,Devonta Freeman,23,4,3,68,206,2015,2016,0.75,97,5.96,0.03,3.02,4.51,0.22,265,3.98,0.04,0.26,0.16,0.07,0.2410369553226696,0.29884997336939484,0.15,0.09722222222222222,0.1016949152542373,0.1411024702653248,0.1357639524245197,0.9796610169491525,0.22909606974252034,21.09,14.95,-0.29,0
00-0031285,Devonta Freeman,24,4,3,68,206,2016,2017,0.83,65,7.11,0.03,1.14,6.40,0.34,227,4.75,0.05,0.27,0.12,0.02,0.1835024261138068,0.19433112094484128,0.05263157894736842,0.09205020920502092,0.08664259927797834,0.0728883701188455,0.08504244482173175,0.8603351955307262,0.16278936511574604,14.95,12.51,-0.16,0
00-0031285,Devonta Freeman,25,4,3,68,206,2017,2018,0.77,47,6.74,0.02,1.94,5.19,0.38,196,4.41,0.04,0.25,0.10,0.02,0.14412285883047843,0.16828455864858435,0.058823529411764705,0.10465116279069768,0.10052910052910052,0.07364843788478272,0.08254338296859352,0.6788008565310493,0.17384206595925739,12.51,7.05,-0.44,0
00-0031285,Devonta Freeman,26,4,3,68,206,2018,2019,0.71,7,3.29,0.00,0.14,2.86,0.00,14,4.86,0.00,0.14,0.08,0.00,0.078125,0.12040072579653094,0,0,0,0.02068345323741007,0.033093525179856115,0.26136363636363635,0.08733894945490586,7.05,14.11,1.00,1
00-0031285,Devonta Freeman,27,4,3,68,206,2019,2020,0.84,70,5.86,0.06,1.13,4.91,0.24,184,3.57,0.01,0.17,0.12,0.02,0.1997677119628339,0.18929196065215723,0.14814814814814814,0.07423580786026202,0.08203125,0.1205698781112707,0.10402291608914427,0.6867671691792295,0.13710225774669385,14.11,7.20,-0.49,0
00-0031285,Devonta Freeman,28,4,3,68,206,2020,2021,0.70,10,5.80,0.00,-1.40,7.00,0.30,54,3.19,0.02,0.17,0.07,-0.01,0.17369727047146402,0.08899803536345777,0,0.06521739130434782,0.061224489795918366,0.03258426966292135,0.05213483146067416,0.38666666666666666,0.11654257041113632,7.20,9.16,0.27,1
00-0031285,Devonta Freeman,29,4,3,68,206,2021,,0.81,42,4.52,0.02,0.98,4.24,0.21,133,4.33,0.04,0.23,0.07,0.01,0.11083437110834371,0.11498718149320558,0.05,0.045454545454545456,0.045871559633027525,0.04856150793650794,0.047698412698412705,0.3270223752151463,0.10262656810035842,9.16,,,0
00-0031301,Jeremy Hill,22,2,23,73,230,2014,2015,0.84,32,6.72,0.00,-0.38,6.91,0.22,222,5.06,0.04,0.27,0.06,0.00,0.12196467991169978,0.09295766435603,0,0.042682926829268296,0.03804347826086957,0.030273162489439596,0.04843705998310335,0.4274353876739563,0.16187712996223633,12.41,10.02,-0.19,0
00-0031301,Jeremy Hill,23,2,23,73,230,2015,2016,0.79,19,4.16,0.05,-0.16,4.58,0.26,223,3.56,0.05,0.20,0.04,0.00,0.048252911813643926,0.055894127318869065,0.03225806451612903,0.02617801047120419,0.02702702702702703,0.025753788593347166,0.02185122303967805,0.15643564356435644,0.11545293072824157,10.02,11.75,0.17,0
00-0031301,Jeremy Hill,24,2,23,73,230,2016,2017,0.78,27,6.44,0.00,-0.07,6.07,0.22,222,3.78,0.04,0.19,0.05,0.00,0.0975609756097561,0.07532446399120396,0,0.031413612565445025,0.028846153846153848,0.021859296482412062,0.0349748743718593,0.3252336448598131,0.1361600247142416,11.75,2.46,-0.79,0
00-0031301,Jeremy Hill,25,2,23,73,230,2017,2018,1.00,4,4.00,0.00,-3.50,7.50,0.25,37,3.14,0.00,0.14,0.02,-0.01,0.036275695284159616,0.021159299416180152,0,0.0136986301369863,0.011904761904761904,0.004990642545227698,0.007985028072364318,0.07339449541284404,0.033957198136302616,2.46,4.10,0.67,0
00-0031301,Jeremy Hill,26,2,23,73,230,2018,,1.00,1,6.00,0.00,1.00,5.00,0.00,4,6.25,0.00,0.25,0.03,0.00,0.053763440860215055,0.040961538461538466,0,0,0,0.010830324909747292,0.017328519855595668,0.15384615384615385,0.03981355603029714,4.10,,,0
00-0031332,Fitzgerald Toussaint,24,8,32,69,204,2014,2015,0.50,6,4.50,0.00,0.00,5.17,0.17,6,2.00,0.00,0.17,0.07,0.00,0.13901345291479822,0.10465116279069767,0,0.04,0.034482758620689655,0.026627218934911243,0.042603550295857995,0.313953488372093,0.042027043488853694,2.30,1.24,-0.46,0
00-0031332,Fitzgerald Toussaint,25,8,32,69,204,2015,2016,0,0,0,0,0,0,0,18,2.33,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.019700050838840875,1.24,2.42,0.95,0
00-0031332,Fitzgerald Toussaint,26,8,32,69,204,2016,2017,1.00,3,11.00,0.00,-2.00,13.00,0.67,14,4.14,0.00,0.14,0.02,0.00,0.07722772277227723,0.024758697274762886,0,0.034482758620689655,0.02857142857142857,0.012920908379013312,0.0206734534064213,0.20245398773006135,0.024171960525790088,2.42,2.70,0.12,0
00-0031332,Fitzgerald Toussaint,27,8,32,69,204,2017,,0.67,3,3.00,0.00,-3.00,4.00,0.33,6,4.17,0.00,0.17,0.05,-0.02,0.05084745762711865,0.06339661248152778,0,0.043478260869565216,0.038461538461538464,0.008653846153846154,0.013846153846153848,0.15789473684210525,0.02805194805194805,2.70,,,0
00-0031375,Terrance West,23,3,30,70,225,2014,2015,0.85,13,4.92,0.08,1.77,4.08,0.23,171,3.94,0.02,0.18,0.03,0.01,0.03799283154121864,0.04606449244648966,0.1,0.017857142857142856,0.02247191011235955,0.05971168437025797,0.03553869499241275,0.13793103448275862,0.11137464176302006,8.05,3.15,-0.61,0
00-0031375,Terrance West,24,3,30,70,225,2015,2016,0.80,5,4.20,0.00,0.00,3.60,0.00,62,3.73,0.00,0.16,0.02,0.00,0.021052631578947368,0.02388535031847134,0,0,0,0.004936530324400564,0.007898448519040903,0.06687898089171974,0.03632798985122824,3.15,10.69,2.39,1
00-0031375,Terrance West,25,3,30,70,225,2016,2017,0.76,45,5.24,0.02,0.89,5.20,0.24,193,4.01,0.03,0.18,0.07,0.01,0.11196172248803828,0.10575758620226329,0.05,0.05365853658536585,0.05333333333333334,0.05217015887635275,0.05347225420216441,0.3475699558173785,0.11913719588663156,10.69,5.62,-0.47,0
00-0031375,Terrance West,26,3,30,70,225,2017,,0.50,4,5.75,0.00,1.50,5.25,0.50,39,3.54,0.05,0.28,0.03,0.01,0.05384615384615385,0.04405927860548861,0,0.0425531914893617,0.038461538461538464,0.01338766006984866,0.02142025611175786,0.1503267973856209,0.08277853060743533,5.62,,,0
00-0031376,Jerick McKinnon,22,3,32,69,205,2014,2015,0.66,41,3.29,0.00,-0.27,4.24,0.17,113,4.76,0.00,0.19,0.11,0.00,0.14783347493627869,0.1602466182978679,0,0.05982905982905983,0.05555555555555555,0.02889554794520548,0.04623287671232877,0.35809018567639256,0.11754587155963304,8.57,6.42,-0.25,0
00-0031376,Jerick McKinnon,23,3,32,69,205,2015,2016,0.72,29,5.97,0.03,1.00,6.10,0.31,52,5.21,0.04,0.23,0.06,0.01,0.09789823008849557,0.10290327617094072,0.07142857142857142,0.058823529411764705,0.059880239520958084,0.062362468092597476,0.05692280609101311,0.381057268722467,0.06918061615541583,6.42,9.89,0.54,1
00-0031376,Jerick McKinnon,24,3,32,69,205,2016,2017,0.81,53,4.81,0.04,0.11,5.11,0.30,159,3.39,0.01,0.13,0.10,0.00,0.1400516795865633,0.14562128719508893,0.10526315789473684,0.08163265306122448,0.08372093023255814,0.0853995049304062,0.07348131315180782,0.4627949183303085,0.11499062407984255,9.89,9.89,0.00,0
00-0031376,Jerick McKinnon,25,3,32,69,205,2017,,0.75,68,6.19,0.03,0.22,6.62,0.29,150,3.80,0.02,0.15,0.13,0.00,0.22738756947953512,0.19654389383666435,0.08,0.10204081632653061,0.09954751131221719,0.09357597353016034,0.10172155764825656,0.7988614800759013,0.1253554435654157,9.89,,,0
00-0031376,Jerick McKinnon,28,3,32,69,205,2020,2021,0.72,46,5.50,0.02,3.39,3.87,0.26,81,3.94,0.06,0.20,0.09,0.05,0.08755533694048205,0.1805414396679333,0.047619047619047616,0.06451612903225806,0.06280193236714976,0.05759691697191697,0.06358363858363858,0.5205761316872428,0.09800723793547986,10.52,5.13,-0.51,0
00-0031376,Jerick McKinnon,29,3,32,69,205,2021,,0.65,20,5.35,0.05,-0.45,6.70,0.35,12,5.17,0.00,0.17,0.06,0.00,0.1106523534269199,0.09217556865366308,0.06666666666666667,0.05737704918032787,0.058394160583941604,0.05812480691998764,0.052999691071980236,0.3396825396825397,0.049825126297673904,5.13,,,0
00-0031390,Charles Sims,24,3,5,72,211,2014,2015,0.70,27,7.04,0.00,0.78,7.30,0.22,66,2.80,0.02,0.15,0.10,0.01,0.326158940397351,0.16257449684332992,0,0.075,0.06741573033707865,0.05319148936170213,0.08510638297872342,0.7335907335907336,0.11356383977174607,7.56,11.25,0.49,1
00-0031390,Charles Sims,25,3,5,72,211,2015,2016,0.73,70,8.01,0.06,3.24,6.80,0.31,107,4.94,0.00,0.19,0.13,0.04,0.3224932249322493,0.23026917287969473,0.18181818181818182,0.10945273631840796,0.11659192825112108,0.16030542935540462,0.1473977778777383,1.0485981308411214,0.1343203390842338,11.25,9.70,-0.14,0
00-0031390,Charles Sims,26,3,5,72,211,2016,2017,0.75,32,5.94,0.03,2.31,5.47,0.28,51,2.92,0.02,0.12,0.12,0.03,0.2976190476190476,0.19681708362559425,0.08333333333333333,0.09574468085106383,0.09433962264150944,0.09397944199706314,0.10036710719530102,0.6959706959706959,0.1169197919895306,9.70,6.12,-0.37,0
00-0031390,Charles Sims,27,3,5,72,211,2017,,0.74,47,5.30,0.02,3.30,4.38,0.26,21,4.52,0.00,0.29,0.08,0.03,0.1306277742549144,0.1458253684037777,0.038461538461538464,0.05128205128205128,0.05,0.04754552929444901,0.05299592379419535,0.43915343915343913,0.05291691899529948,6.12,,,0
00-0031391,Tre Mason,21,3,11,68,207,2014,2015,0.62,26,5.69,0.04,-0.96,6.31,0.31,179,4.27,0.02,0.21,0.07,-0.01,0.1277258566978193,0.10144860809310807,0.07142857142857142,0.06349206349206349,0.06428571428571428,0.06549295774647887,0.061931589537223344,0.41225626740947074,0.15592946871038377,11.28,3.96,-0.65,0
00-0031391,Tre Mason,22,3,11,68,207,2015,,0.86,21,4.19,0.00,-0.29,5.67,0.19,75,2.76,0.01,0.13,0.05,0.00,0.0954290296712109,0.07784415007490512,0,0.0392156862745098,0.036036036036036036,0.018843683083511777,0.030149892933618846,0.2216624685138539,0.06038222534880994,3.96,,,0
00-0031413,Bishop Sankey,22,2,22,70,213,2014,2015,0.78,23,5.78,0.00,-0.57,6.43,0.22,152,3.74,0.01,0.17,0.04,0.00,0.08856971873129862,0.06503916673197566,0,0.031446540880503145,0.027932960893854747,0.017790262172284643,0.02846441947565543,0.25925925925925924,0.08336077364343772,6.01,7.40,0.23,0
00-0031413,Bishop Sankey,23,2,22,70,213,2015,,0.64,22,6.32,0.05,0.45,6.23,0.36,47,4.11,0.02,0.11,0.06,0.00,0.12264995523724262,0.0919713833530841,0.058823529411764705,0.06153846153846154,0.061224489795918366,0.05627685941017303,0.05474885740921804,0.37669376693766937,0.06722078393968298,7.40,,,0
00-0031493,Jarryd Hayne,27,8,32,74,220,2015,,0.86,7,3.86,0.00,0.71,3.14,0.29,17,3.06,0.00,0.24,0.05,0.01,0.044715447154471545,0.07921940928270044,0,0.041666666666666664,0.037037037037037035,0.013677811550151976,0.021884498480243163,0.19285714285714287,0.03758991832981773,3.48,,,0
00-0031531,Trey Williams,23,8,32,68,194,2015,,0,0,0,0,0,0,0,2,6.00,0.00,0.50,0.00,0.00,0,0,0,0,0,0,0,0,0.01487357461576599,1.20,,,0
00-0031569,Jeremy Langford,24,4,7,72,211,2015,2016,0.52,42,6.64,0.02,4.93,5.43,0.21,148,3.63,0.04,0.19,0.08,0.05,0.12589729431253452,0.1640097456476481,0.047619047619047616,0.05142857142857143,0.05102040816326531,0.060714285714285714,0.06857142857142857,0.5513833992094862,0.11479234717685488,9.84,6.65,-0.32,0
00-0031569,Jeremy Langford,25,4,7,72,211,2016,,0.70,27,5.26,0.00,1.48,4.81,0.26,62,3.23,0.06,0.19,0.07,0.01,0.11959521619135234,0.10819042743793192,0,0.045454545454545456,0.04142011834319527,0.02360372340425532,0.03776595744680852,0.3506172839506173,0.07635976716530012,6.65,,,0
00-0031569,Jeremy Langford,27,4,7,72,211,2018,,0,0,0,0,0,0,0,9,2.78,0.00,0.11,0.00,0.00,0,0,0,0,0,0,0,0,0.01915415262028808,2.50,,,0
00-0031577,Javorius Allen,24,4,26,72,218,2015,2016,0.73,62,5.69,0.03,1.84,5.06,0.26,137,3.75,0.01,0.20,0.09,0.02,0.146866230121609,0.15551612463869002,0.09523809523809523,0.07582938388625593,0.07758620689655173,0.0872908839867707,0.08252255723597599,0.522189349112426,0.10270255029393933,9.11,2.63,-0.71,0
00-0031577,Javorius Allen,25,4,26,72,218,2016,2017,0.75,4,3.75,0.00,-1.75,5.50,0.50,9,3.78,0.00,0.00,0.03,-0.01,0.056555269922879174,0.036980962374456604,0,0.043478260869565216,0.0392156862745098,0.009328358208955223,0.014925373134328358,0.10714285714285714,0.02587957806460067,2.63,10.38,2.95,1
00-0031577,Javorius Allen,26,4,26,72,218,2017,2018,0.77,60,4.17,0.03,0.78,3.63,0.27,153,3.86,0.03,0.25,0.11,0.01,0.14475431606905712,0.16851672822521338,0.1,0.09523809523809523,0.09574468085106383,0.08863987635239567,0.08182380216383309,0.4409171075837742,0.13104536489151875,10.38,9.36,-0.10,0
00-0031577,Javorius Allen,27,4,26,72,218,2018,2019,0.81,43,4.56,0.05,1.37,4.12,0.26,41,2.68,0.07,0.24,0.10,0.02,0.14873949579831933,0.16095380996045086,0.14285714285714285,0.07746478873239436,0.08333333333333333,0.10545634920634919,0.08301587301587302,0.45057471264367815,0.09294935451837141,9.36,3.83,-0.59,0
00-0031577,Javorius Allen,28,4,26,72,218,2019,,0.50,2,4.50,0.00,5.50,2.00,0.00,10,3.60,0.10,0.30,0.02,0.01,0.014705882352941176,0.03463690786048933,0,0,0,0.005454545454545455,0.008727272727272728,0.07964601769911504,0.04291044776119403,3.83,,,0
00-0031590,Jay Ajayi,22,5,13,72,223,2015,2016,0.64,11,8.18,0.00,1.73,7.09,0.45,49,3.82,0.02,0.14,0.03,0.01,0.07991803278688525,0.056055861801727475,0,0.047619047619047616,0.04310344827586207,0.019659239842726082,0.031454783748361734,0.2777777777777778,0.05793286842319485,4.74,13.46,1.84,1
00-0031590,Jay Ajayi,23,5,13,72,223,2016,2017,0.77,35,4.31,0.00,1.37,3.77,0.23,260,4.89,0.03,0.23,0.08,0.01,0.07942238267148015,0.1279528490328007,0,0.05,0.0427807486631016,0.02138810198300283,0.034220963172804535,0.33705357142857145,0.16584501617624403,13.46,7.95,-0.41,0
00-0031590,Jay Ajayi,24,5,13,72,223,2017,2018,0.71,34,4.65,0.03,-0.68,5.18,0.24,208,4.20,0.00,0.19,0.07,-0.01,0.1529105125977411,0.09509530412412967,0.03571428571428571,0.048484848484848485,0.046632124352331605,0.043423485899214055,0.048049006010171064,0.30739299610894943,0.11456919945725914,7.95,10.85,0.36,0
00-0031590,Jay Ajayi,25,5,13,72,223,2018,2019,0.83,6,3.33,0.00,0.00,5.00,0.17,45,4.09,0.07,0.24,0.04,0.00,0.05976095617529881,0.05357142857142857,0,0.018518518518518517,0.01694915254237288,0.008888888888888889,0.014222222222222223,0.11904761904761904,0.11536416799574695,10.85,1.00,-0.91,0
00-0031590,Jay Ajayi,26,5,13,72,223,2019,,0.00,1,0.00,0.00,1.00,0.00,0.00,10,3.00,0.00,0.30,0.01,0.00,0,0.011370228338946098,0,0,0,0,0,0,0.009793040412613436,1.00,,,0
00-0031595,Michael Burton,23,5,32,72,240,2015,,1.00,6,6.50,0.17,1.67,4.83,0.50,4,0.50,0.00,0.25,0.02,0.00,0.02482876712328767,0.030982525744624987,0.0625,0.02564102564102564,0.03007518796992481,0.04026525658807212,0.026924410540915395,0.11746987951807229,0.022129975808225205,4.03,,,0
00-0031595,Michael Burton,25,5,32,72,240,2017,,0.50,4,2.00,0.00,-0.25,2.25,0.00,4,2.25,0.00,0.50,0.02,0.00,0.013138686131386862,0.02706795140343527,0,0,0,0.002849002849002849,0.004558404558404559,0.03686635944700461,0.0068447535888708005,0.93,,,0
00-0031595,Michael Burton,28,5,32,72,240,2020,2021,1.00,4,7.00,0.00,1.50,5.50,0.25,7,2.57,0.00,0.86,0.02,0.00,0.02857142857142857,0.031723690190222684,0,0.012195121951219513,0.010638297872340425,0.00830367734282325,0.0132858837485172,0.13270142180094788,0.013063158854087552,1.72,1.47,-0.15,0
00-0031595,Michael Burton,29,5,32,72,240,2021,,1.00,3,10.33,0.00,-1.67,12.00,0.67,8,3.25,0.13,1.00,0.01,0.00,0.026865671641791045,0.012505148411543425,0,0.015037593984962405,0.01282051282051282,0.00596383224317045,0.009542131589072722,0.0981012658227848,0.015103877689414957,1.47,,,0
00-0031599,Cameron Artis-Payne,25,5,38,70,215,2015,2016,1.00,5,11.60,0.00,-0.60,12.20,0.80,45,4.07,0.02,0.13,0.03,0.00,0.0868945868945869,0.040769643747363575,0,0.05555555555555555,0.047619047619047616,0.020552799433026223,0.03288447909284196,0.3258426966292135,0.06489904592855558,5.01,9.50,0.90,0
00-0031599,Cameron Artis-Payne,26,5,38,70,215,2016,2017,1.00,1,11.00,0.00,-4.00,15.00,1.00,36,4.00,0.06,0.14,0.01,0.00,0.038461538461538464,0.010351032047800107,0,0.025,0.023255813953488372,0.00625,0.010000000000000002,0.09821428571428571,0.10911179173047471,9.50,3.34,-0.65,0
00-0031599,Cameron Artis-Payne,27,5,38,70,215,2017,2018,1.00,1,2.00,0.00,-4.00,6.00,0.00,18,5.28,0.06,0.28,0.01,0.00,0.014527845036319613,0.007664884135472371,0,0,0,0.0011198208286674132,0.0017917133258678612,0.013071895424836602,0.043635033444816056,3.34,4.35,0.30,0
00-0031599,Cameron Artis-Payne,28,5,38,70,215,2018,,0.75,4,3.75,0.00,-1.25,3.75,0.25,19,3.63,0.05,0.42,0.02,0.00,0.024958402662229616,0.032634993951391175,0,0.01694915254237288,0.015384615384615385,0.006072874493927126,0.009716599190283401,0.08928571428571429,0.044353810859036454,4.35,,,0
00-0031611,Josh Robinson,23,6,29,68,221,2015,,1.00,6,5.50,0.00,-0.67,6.17,0.33,17,2.29,0.00,0.00,0.03,0.00,0.07581967213114754,0.045079264870931536,0,0.03278688524590164,0.028985507246376812,0.013221153846153846,0.021153846153846155,0.171875,0.027071449289374452,2.24,,,0
00-0031612,Aaron Ripkowski,24,6,30,73,246,2016,2017,0.90,10,4.60,0.10,2.70,2.90,0.20,34,4.41,0.06,0.29,0.02,0.01,0.02074391988555079,0.044102082054627845,0.037037037037037035,0.013422818791946308,0.017045454545454544,0.02658869395711501,0.020319688109161793,0.11471321695760599,0.04427553444180523,3.58,3.05,-0.15,0
00-0031612,Aaron Ripkowski,25,6,30,73,246,2017,,0.70,10,3.90,0.00,2.10,2.20,0.10,5,2.60,0.00,0.00,0.03,0.01,0.017929910350448247,0.04600937967144041,0,0.00847457627118644,0.007407407407407408,0.008340461933276304,0.013344739093242087,0.10372340425531915,0.013761674863511257,3.05,,,0
00-0031665,Zach Zenner,24,8,32,71,224,2015,2016,0.67,3,3.67,0.00,-2.00,4.00,0.00,17,3.53,0.00,0.06,0.02,0.00,0.019230769230769232,0.021814706257168345,0,0,0,0.004460665044606651,0.007137064071370641,0.062146892655367235,0.02376475504021728,2.28,7.75,2.40,1
00-0031665,Zach Zenner,25,8,32,71,224,2016,2017,0.78,23,8.52,0.00,-0.78,8.91,0.39,88,3.80,0.05,0.25,0.06,-0.01,0.14315642458100558,0.08039635911268768,0,0.06206896551724138,0.05625,0.03444639718804921,0.05511423550087874,0.4839506172839506,0.1006602446152181,7.75,1.23,-0.84,0
00-0031665,Zach Zenner,26,8,32,71,224,2017,2018,0.00,1,0.00,0.00,9.00,0.00,0.00,14,1.86,0.07,0.14,0.00,0.00,0,0.008979834307366258,0,0,0,0,0,0,0.013998762900022787,1.23,8.16,5.63,1
00-0031665,Zach Zenner,27,8,32,71,224,2018,2019,0.70,10,5.60,0.00,0.00,6.50,0.30,55,4.82,0.05,0.25,0.04,0.00,0.08125,0.06198347107438017,0,0.0379746835443038,0.03488372093023256,0.018679119412941963,0.02988659106070714,0.23140495867768596,0.10833681174818807,8.16,1.23,-0.85,0
00-0031665,Zach Zenner,28,8,32,71,224,2019,,0.67,3,6.33,0.00,1.67,6.33,0.67,3,-0.67,0.00,0.00,0.03,0.01,0.04645476772616137,0.05276601620029455,0,0.06896551724137931,0.06060606060606061,0.012803234501347708,0.020485175202156335,0.19791666666666666,0.014270286948472696,1.23,,,0
00-0031682,Terron Ward,23,8,32,67,201,2015,2016,0.69,13,5.62,0.00,1.85,4.54,0.00,29,3.28,0.03,0.17,0.03,0.01,0.05073086844368014,0.0568609326616444,0,0,0,0.012306136210384356,0.01968981793661497,0.18961038961038962,0.03391131870241218,6.36,3.44,-0.46,0
00-0031682,Terron Ward,24,8,32,67,201,2016,2017,0.50,2,5.50,0.00,1.00,4.50,0.50,31,4.87,0.00,0.19,0.01,0.00,0.0141287284144427,0.020347307960706426,0,0.013888888888888888,0.011764705882352941,0.0038247566063977748,0.00611961057023644,0.07051282051282051,0.032630141144331465,3.44,3.83,0.11,0
00-0031682,Terron Ward,25,8,32,67,201,2017,,1.00,3,4.67,0.00,-2.33,7.00,0.33,30,4.30,0.00,0.23,0.02,-0.01,0.0603448275862069,0.03162522413532373,0,0.0196078431372549,0.017241379310344827,0.007070707070707071,0.011313131313131315,0.11382113821138211,0.04062665958576739,3.83,,,0
00-0031687,Raheem Mostert,24,8,32,70,205,2016,2017,0,0,0,0,0,0,0,1,6.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0.00841514726507714,0.60,0.33,-0.45,0
00-0031687,Raheem Mostert,25,8,32,70,205,2017,2018,0,0,0,0,0,0,0,6,5.00,0.00,0.17,0.00,0.00,0,0,0,0,0,0,0,0,0.0032220646990591575,0.33,6.43,18.48,0
00-0031687,Raheem Mostert,26,8,32,70,205,2018,2019,0.86,7,3.57,0.00,-0.57,6.29,0.14,34,7.68,0.03,0.38,0.04,0.00,0.05063291139240506,0.054655578837087486,0,0.014492753623188406,0.0125,0.008520790729379687,0.0136332651670075,0.1358695652173913,0.07394919345568796,6.43,9.29,0.44,1
00-0031687,Raheem Mostert,27,8,32,70,205,2019,2020,0.64,22,8.18,0.09,2.05,7.05,0.27,137,5.64,0.06,0.23,0.05,0.02,0.07294117647058823,0.08445912995310184,0.07142857142857142,0.03208556149732621,0.037209302325581395,0.05892212480660134,0.05141825683341929,0.3938730853391685,0.1141515101862472,9.29,12.46,0.34,1
00-0031687,Raheem Mostert,28,8,32,70,205,2020,2021,0.84,19,8.21,0.05,1.05,7.16,0.26,104,5.01,0.02,0.21,0.07,0.01,0.11714039621016366,0.10690119899618925,0.06666666666666667,0.049019607843137254,0.05128205128205128,0.0714378765673343,0.0743006025077349,0.5379310344827586,0.1367664407802683,12.46,2.00,-0.84,0
00-0031687,Raheem Mostert,29,8,32,70,205,2021,,0,0,0,0,0,0,0,2,10.00,0.00,0.50,0.00,0.00,0,0,0,0,0,0,0,0,0.019275250578257516,2.00,,,0
00-0031731,Corey Grant,24,8,32,69,203,2015,2016,0.67,3,4.33,0.00,5.00,5.00,0.00,6,0.33,0.00,0.17,0.02,0.01,0.029940119760479042,0.029783348757271285,0,0,0,0.00487987987987988,0.0078078078078078084,0.06770833333333333,0.0034100209147949452,0.38,8.98,22.63,0
00-0031731,Corey Grant,25,8,32,69,203,2016,2017,0.57,7,5.00,0.14,-0.14,4.57,0.29,32,5.13,0.03,0.19,0.03,0.00,0.04306864064602961,0.0502265056761781,0.16666666666666666,0.03076923076923077,0.04225352112676056,0.09571832979476291,0.053149327671620665,0.16908212560386474,0.08155013402389714,8.98,4.88,-0.46,0
