player_id,name,age,draft_round,draft_pick,height,weight,season,pred_season,completions,targets,receiving_yards,receiving_tds,adot,receiving_yac,firstdowns_per_tgt,carries,rushing_yards,rushing_tds,rushing_first_downs,tgt_sh,ay_sh,yac_sh,wopr_y,rtd_sh,rfd_sh,rtdfd_sh,dom,w8dom,yptmpa,ppr_sh,fantasy_points_ppr,pred_fantasy_points,pct_increase,breakout
00-0022736,Steven Jackson,22,1,24,74,240,2005,2006,1.00,43,7.44,0.05,0.00,0.00,0.28,254,4.12,0.03,0.20,0.08,0,,0,0.08695652173913043,0.06,0.06278026905829596,0.08163709702506247,0.0784454421966217,0.564373897707231,0.17369062843886623,15.57,25.96,0.67,1
00-0022736,Steven Jackson,23,1,24,74,240,2006,2007,1.00,90,8.96,0.03,2.12,6.83,0.34,346,4.42,0.04,0.21,0.15,0.04,0.3800988875154512,0.25655332277603227,0.125,0.14622641509433962,0.1440677966101695,0.15561460258780035,0.1739833641404806,1.3614864864864864,0.28699340896215336,25.96,16.78,-0.35,0
00-0022736,Steven Jackson,24,1,24,74,240,2007,2008,1.00,38,7.13,0.03,0.13,7.00,0.32,237,4.23,0.02,0.15,0.09,0.00,0.31220657276995306,0.1351683431449806,0.0625,0.08275862068965517,0.08074534161490683,0.08101129269188395,0.09211806830701433,0.6376470588235295,0.22217073762714853,16.78,18.68,0.11,1
00-0022736,Steven Jackson,25,1,24,74,240,2008,2009,0.87,46,8.24,0.02,1.59,7.46,0.33,254,4.11,0.03,0.23,0.12,0.02,0.3543388429752066,0.20170770163735596,0.1111111111111111,0.15,0.14678899082568808,0.13766127479299056,0.15359137300211825,1.0106666666666666,0.2915398819276482,18.68,16.25,-0.13,0
00-0022736,Steven Jackson,26,1,24,74,240,2009,2010,0.68,74,4.24,0.00,-0.04,4.62,0.22,325,4.38,0.01,0.19,0.15,0.00,0.22709163346613545,0.21697290152015863,0,0.10738255033557047,0.1,0.056252239340738086,0.09000358294518095,0.615686274509804,0.26154869440212847,16.25,15.15,-0.07,0
00-0022736,Steven Jackson,27,1,24,74,240,2010,2011,0.75,61,6.28,0.00,0.26,6.23,0.25,330,3.76,0.02,0.18,0.10,0.00,0.20419129500268673,0.15834921911134742,0,0.08379888268156424,0.07614213197969544,0.05452733485193622,0.08724373576309796,0.6491525423728813,0.2020875712808884,15.15,14.92,-0.02,0
00-0022736,Steven Jackson,28,1,24,74,240,2011,2012,0.72,58,5.74,0.02,1.53,5.36,0.29,260,4.40,0.02,0.19,0.12,0.02,0.23650190114068442,0.18909272052325826,0.125,0.11643835616438356,0.11688311688311688,0.11938418175606423,0.11601469080970278,0.6620278330019881,0.2415333808197889,14.92,12.54,-0.16,0
00-0022736,Steven Jackson,29,1,24,74,240,2012,2013,0.72,53,6.06,0.00,1.42,5.28,0.25,258,4.05,0.02,0.18,0.10,0.02,0.18181818181818182,0.15581791008299883,0,0.06878306878306878,0.061611374407582936,0.042426645519429027,0.06788263283108645,0.5763016157989228,0.1588759880249006,12.54,12.37,-0.01,0
00-0022736,Steven Jackson,30,1,24,74,240,2013,2014,0.67,49,3.90,0.02,0.20,4.12,0.20,157,3.46,0.04,0.17,0.10,0.00,0.13015463917525774,0.15091498214219964,0.058823529411764705,0.06172839506172839,0.061452513966480445,0.058307377413900505,0.05799768621518199,0.38585858585858585,0.13845866766187723,12.37,9.43,-0.24,0
00-0022736,Steven Jackson,31,1,24,74,240,2014,2015,0.74,27,5.48,0.00,1.22,4.48,0.22,190,3.72,0.03,0.19,0.05,0.01,0.0607429718875502,0.07498365657005884,0,0.02727272727272727,0.024193548387096774,0.0164517563361494,0.026322810137839044,0.252991452991453,0.09572323470119468,9.43,3.50,-0.63,0
00-0022736,Steven Jackson,32,1,24,74,240,2015,,1.00,1,20.00,0.00,-3.00,23.00,1.00,21,2.38,0.05,0.19,0.02,-0.01,0.1,0.021138655462184873,0,0.0625,0.058823529411764705,0.026954177897574125,0.0431266846361186,0.35714285714285715,0.12254901960784313,3.50,,,0
00-0022999,John Kuhn,24,8,32,72,250,2006,,1.00,1,15.00,0.00,7.00,8.00,1.00,2,9.00,0.00,0.50,0.02,0.02,0.05714285714285714,0.048654331370899924,0,0.047619047619047616,0.043478260869565216,0.01903553299492386,0.030456852791878177,0.36585365853658536,0.024803876326718967,2.15,,,0
00-0022999,John Kuhn,26,8,32,72,250,2008,2009,1.00,4,5.25,0.50,1.75,3.50,0.75,8,1.25,0.13,0.63,0.01,0.00,0.01596351197263398,0.020821896757063644,0.11764705882352941,0.02608695652173913,0.03787878787878788,0.06333577694077201,0.03074900781111757,0.06624605678233439,0.030013870952312623,4.18,4.50,0.08,0
00-0022999,John Kuhn,27,8,32,72,250,2009,2010,1.00,7,6.71,0.29,1.43,5.29,0.43,8,2.25,0.13,0.25,0.03,0.00,0.0356111645813282,0.043546634642877564,0.125,0.02857142857142857,0.04132231404958678,0.07291666666666667,0.04166666666666667,0.18007662835249041,0.040150916460601115,4.50,5.55,0.23,0
00-0022999,John Kuhn,28,8,32,72,250,2010,2011,0.83,18,5.39,0.11,-0.83,6.06,0.33,84,3.35,0.05,0.31,0.04,0.00,0.058855291576673865,0.050520465411773845,0.07407407407407407,0.031746031746031744,0.037037037037037035,0.04901530327561446,0.0339800407965387,0.1905697445972495,0.06580897610719155,5.55,5.12,-0.08,0
00-0022999,John Kuhn,29,8,32,72,250,2011,2012,0.83,18,4.28,0.11,1.06,3.39,0.28,30,2.60,0.13,0.30,0.03,0.00,0.02876001885902876,0.054793225666844934,0.043478260869565216,0.023255813953488372,0.02681992337164751,0.029631709360571867,0.021323778455175857,0.14722753346080306,0.03894309038310631,5.12,3.51,-0.31,0
00-0022999,John Kuhn,30,8,32,72,250,2012,2013,0.83,18,8.22,0.00,1.72,7.11,0.39,23,2.74,0.04,0.17,0.04,0.01,0.08613728129205922,0.07355742296918767,0,0.0440251572327044,0.0374331550802139,0.022629969418960245,0.03620795107033639,0.3627450980392157,0.0355544295245334,3.51,3.43,-0.02,0
00-0022999,John Kuhn,31,8,32,72,250,2013,2014,0.68,19,4.26,0.00,0.63,4.37,0.11,10,3.80,0.10,0.70,0.04,0.00,0.04848130841121495,0.06857113593703622,0,0.012987012987012988,0.011560693641618497,0.011915269196822596,0.019064430714916154,0.18663594470046083,0.02730984745373235,3.43,1.73,-0.50,0
00-0022999,John Kuhn,32,8,32,72,250,2014,2015,1.00,4,5.75,0.00,-0.50,6.25,0.00,24,3.54,0.04,0.17,0.01,0.00,0.01751927119831815,0.016064943059402894,0,0,0,0.003828229027962716,0.006125166444740347,0.06371191135734072,0.017741990514858915,1.73,2.93,0.69,0
00-0022999,John Kuhn,33,8,32,72,250,2015,2016,0.60,10,5.60,0.00,-0.10,5.90,0.30,9,3.11,0.22,0.33,0.03,0.00,0.05235137533274179,0.04475081922672949,0,0.030612244897959183,0.026785714285714284,0.013127051101734646,0.021003281762775435,0.16816816816816818,0.03488279908036256,2.93,4.73,0.61,0
00-0022999,John Kuhn,34,8,32,72,250,2016,2017,0.80,20,3.50,0.05,0.75,2.50,0.25,18,2.06,0.22,0.67,0.04,0.00,0.02557544757033248,0.05814249699141785,0.034482758620689655,0.023255813953488372,0.02459016393442623,0.025695485590538063,0.02042312177244711,0.1282051282051282,0.038880888706027565,4.73,0.20,-0.96,0
00-0022999,John Kuhn,35,8,32,72,250,2017,,0,0,0,0,0,0,0,1,2.00,0.00,1.00,0.00,0.00,0,0,0,0,0,0,0,0,0.0023883448770002386,0.20,,,0
00-0023500,Frank Gore,22,3,1,69,212,2005,2006,1.00,15,8.73,0.00,0.00,0.00,0.27,127,4.79,0.02,0.20,0.05,0,,0,0,0.05405405405405406,0.05,0.037449971412235564,0.059919954259576906,0.41324921135646686,0.17082807623348165,7.35,20.06,1.73,1
00-0023500,Frank Gore,23,3,1,69,212,2006,2007,1.00,61,7.95,0.02,0.59,7.36,0.34,313,5.42,0.03,0.22,0.14,0.01,0.31843971631205675,0.2138630390797647,0.0625,0.1590909090909091,0.14864864864864866,0.11484186487418131,0.1462469837986901,1.0898876404494382,0.30367819571633997,20.06,15.79,-0.21,0
00-0023500,Frank Gore,24,3,1,69,212,2007,2008,1.00,53,8.23,0.02,0.62,7.60,0.38,260,4.24,0.02,0.16,0.11,0.01,0.35288966725043786,0.1740436898741397,0.06666666666666667,0.15384615384615385,0.14482758620689656,0.11929547844374344,0.15087276550998951,0.9159663865546218,0.267830886511186,15.79,16.28,0.03,0
00-0023500,Frank Gore,25,3,1,69,212,2008,2009,0.96,45,8.29,0.04,0.91,7.49,0.33,240,4.32,0.03,0.19,0.11,0.01,0.21755971594577148,0.1671927897696109,0.1,0.10067114093959731,0.10059171597633136,0.10694656488549618,0.1111145038167939,0.8714953271028038,0.2114296316912515,16.28,19.90,0.22,1
00-0023500,Frank Gore,26,3,1,69,212,2009,2010,0.69,75,5.41,0.04,0.13,5.47,0.17,229,4.89,0.04,0.21,0.16,0.00,0.28913963328631875,0.2438702967429369,0.14285714285714285,0.10483870967741936,0.1103448275862069,0.14040580554342022,0.13893500315518664,0.871244635193133,0.2581015730670175,19.90,18.41,-0.07,1
00-0023500,Frank Gore,27,3,1,69,212,2010,2011,0.64,72,6.28,0.03,0.47,6.24,0.22,203,4.20,0.01,0.21,0.20,0.01,0.36035313001605135,0.313272497474262,0.16666666666666666,0.14953271028037382,0.15126050420168066,0.17557823129251698,0.1809251700680272,1.2696629213483146,0.2509604659809146,18.41,10.75,-0.42,0
00-0023500,Frank Gore,28,3,1,69,212,2011,2012,0.55,31,3.68,0.00,0.52,3.29,0.16,282,4.29,0.03,0.19,0.07,0.00,0.07068607068607069,0.10682622507316301,0,0.03333333333333333,0.02976190476190476,0.017851550266207328,0.028562480425931725,0.25277161862527714,0.16282122481950825,10.75,11.83,0.10,0
00-0023500,Frank Gore,29,3,1,69,212,2012,2013,0.78,36,6.50,0.03,0.47,6.14,0.28,258,4.71,0.03,0.26,0.08,0.00,0.14932432432432433,0.12741902118222098,0.043478260869565216,0.05813953488372093,0.05641025641025641,0.0546875956558471,0.061413196527616225,0.536697247706422,0.1678563961649891,11.83,10.05,-0.15,0
00-0023500,Frank Gore,30,3,1,69,212,2013,2014,0.62,26,5.42,0.00,4.85,3.88,0.19,276,4.09,0.03,0.20,0.06,0.03,0.07542942494398805,0.11904416719788727,0,0.033783783783783786,0.029585798816568046,0.021962616822429906,0.03514018691588785,0.3381294964028777,0.15783381562629187,10.05,9.92,-0.01,0
00-0023500,Frank Gore,31,3,1,69,212,2014,2015,0.58,19,5.84,0.05,4.42,5.37,0.11,255,4.34,0.02,0.21,0.04,0.02,0.0732232591529074,0.07270775436848889,0.05,0.012121212121212121,0.016216216216216217,0.041289991194599356,0.03606398591135897,0.22792607802874743,0.13174716498696643,9.92,12.09,0.22,0
00-0023500,Frank Gore,32,3,1,69,212,2015,2016,0.59,58,4.60,0.02,-0.22,4.71,0.17,260,3.72,0.02,0.17,0.09,0.00,0.1657559198542805,0.13858143952998933,0.038461538461538464,0.05128205128205128,0.049773755656108594,0.05321753094156353,0.06207112642957857,0.43134087237479807,0.14937592684132478,12.09,13.39,0.11,0
00-0023500,Frank Gore,33,3,1,69,212,2016,2017,0.81,47,5.89,0.09,0.02,6.09,0.30,263,3.90,0.02,0.19,0.08,0.00,0.15888888888888889,0.12109126006940317,0.125,0.06363636363636363,0.07142857142857142,0.0933394566911601,0.07434313070585616,0.4751286449399657,0.14004210416203566,13.39,10.85,-0.19,0
00-0023500,Frank Gore,34,3,1,69,212,2017,2018,0.76,38,6.45,0.03,-0.68,7.24,0.24,261,3.68,0.01,0.19,0.08,-0.01,0.16707168894289187,0.11138787373282284,0.07692307692307693,0.060810810810810814,0.062111801242236024,0.07643426009824025,0.07614097000333826,0.5030800821355236,0.16243426839081535,10.85,7.33,-0.32,0
00-0023500,Frank Gore,35,3,1,69,212,2018,2019,0.75,16,7.75,0.06,1.31,7.19,0.50,156,4.63,0.00,0.16,0.04,0.01,0.07273877292852625,0.06486529943797223,0.041666666666666664,0.058823529411764705,0.05625,0.04141083084411992,0.04125732935059188,0.3092269326683292,0.09297520661157026,7.33,5.93,-0.19,0
00-0023500,Frank Gore,36,3,1,69,212,2019,2020,0.81,16,6.25,0.00,0.88,5.50,0.31,166,3.61,0.01,0.18,0.03,0.00,0.061495457721872815,0.05184482984702282,0,0.032467532467532464,0.028901734104046242,0.015299877600979192,0.02447980416156671,0.2053388090349076,0.08003575886381271,5.93,6.68,0.13,0
00-0023500,Frank Gore,37,3,1,69,212,2020,,0.84,19,4.68,0.00,1.79,3.84,0.16,187,3.49,0.01,0.17,0.04,0.01,0.05383480825958702,0.0680818331923805,0,0.022727272727272728,0.02040816326530612,0.01561951561951562,0.024991224991224994,0.1913978494623656,0.10090024771917104,6.68,,,0
00-0023564,Darren Sproles,22,4,29,66,190,2005,,1.00,3,3.33,0.00,0.00,0.00,0.00,8,6.25,0.00,0.25,0.02,0,,0,0,0,0,0.002857142857142857,0.004571428571428572,0.05102040816326531,0.01258213337061373,1.50,,,0
00-0023564,Darren Sproles,24,4,29,66,190,2007,2008,1.00,10,3.10,0.00,-2.40,5.50,0.30,37,4.43,0.05,0.16,0.04,-0.01,0.08064516129032258,0.05187265637838565,0,0.03409090909090909,0.0297029702970297,0.008882521489971347,0.014212034383954157,0.12550607287449392,0.07606995592208161,6.69,8.76,0.31,1
00-0023564,Darren Sproles,25,4,29,66,190,2008,2009,1.00,29,11.79,0.17,-0.17,11.97,0.48,61,5.41,0.02,0.25,0.06,0.00,0.21673953778888194,0.09610442546583853,0.14705882352941177,0.07608695652173914,0.0871559633027523,0.11788738841840238,0.10038452735179676,0.7633928571428571,0.10084154499028984,8.76,11.06,0.26,1
00-0023564,Darren Sproles,26,4,29,66,190,2009,2010,0.79,57,8.72,0.07,0.19,9.07,0.35,93,3.69,0.03,0.16,0.11,0.00,0.2517039922103213,0.1665361693491771,0.13793103448275862,0.09009009009009009,0.09561752988047809,0.1241142078760886,0.11582411191208658,0.9576107899807321,0.11886055038478584,11.06,9.87,-0.11,0
00-0023564,Darren Sproles,27,4,29,66,190,2010,2011,0.79,75,6.93,0.03,0.91,6.48,0.33,51,5.29,0.00,0.20,0.14,0.01,0.21774193548387097,0.21845528378446497,0.06666666666666667,0.1059322033898305,0.10150375939849623,0.08811630847029077,0.10098609355246524,0.9558823529411765,0.09460254148449285,9.87,15.41,0.56,1
00-0023564,Darren Sproles,28,4,29,66,190,2011,2012,0.77,112,6.34,0.06,0.75,6.36,0.31,87,6.93,0.02,0.31,0.17,0.02,0.29132569558101473,0.2670518202685491,0.15217391304347827,0.125,0.12883435582822086,0.14057378667614423,0.1336137108557438,1.0725075528700907,0.13952903290731608,15.41,24.01,0.56,0
00-0023564,Darren Sproles,29,4,29,66,190,2012,2013,0.72,104,6.41,0.07,0.46,6.39,0.28,48,5.08,0.02,0.19,0.18,0.01,0.36498353457738747,0.27526060489945914,0.2,0.13063063063063063,0.14007782101167315,0.17543542185026012,0.16069667496041623,1.1421232876712328,0.14895846257771894,24.01,11.69,-0.51,0
00-0023564,Darren Sproles,30,4,29,66,190,2013,2014,0.80,89,6.79,0.02,1.55,5.82,0.27,53,4.15,0.04,0.21,0.14,0.03,0.2276923076923077,0.23829095267847178,0.05405405405405406,0.10434782608695652,0.09737827715355805,0.08886158886158886,0.10974610974610975,0.9773462783171522,0.10670657516912445,11.69,10.51,-0.10,0
00-0023564,Darren Sproles,31,4,29,66,190,2014,2015,0.65,62,6.24,0.00,0.73,6.52,0.27,57,5.77,0.11,0.32,0.11,0.01,0.20987012987012987,0.17363097233705393,0,0.085,0.07555555555555556,0.046402877697841724,0.07424460431654677,0.6923076923076923,0.10914127423822714,10.51,10.09,-0.04,0
00-0023564,Darren Sproles,32,4,29,66,190,2015,2016,0.66,83,4.67,0.01,1.43,4.33,0.23,83,3.82,0.04,0.25,0.13,0.03,0.15920177383592019,0.2222658703374946,0.043478260869565216,0.09844559585492228,0.09259259259259259,0.06642929399156676,0.0801999138647677,0.622792937399679,0.11038659230096239,10.09,10.83,0.07,0
00-0023564,Darren Sproles,33,4,29,66,190,2016,2017,0.73,71,6.01,0.03,0.49,5.73,0.27,94,4.66,0.02,0.23,0.13,0.01,0.24681625227410553,0.1942645113600996,0.125,0.1043956043956044,0.10606060606060606,0.1213478500551268,0.11915656008820288,0.7530864197530864,0.12934602649006624,10.83,6.80,-0.37,0
00-0023564,Darren Sproles,34,4,29,66,190,2017,2018,0.58,12,6.08,0.00,-0.67,6.50,0.25,15,4.07,0.00,0.27,0.10,-0.01,0.2635135135135135,0.14969764903690158,0,0.06818181818181818,0.061224489795918366,0.044730392156862746,0.0715686274509804,0.6293103448275862,0.07284673618054564,6.80,7.63,0.12,0
00-0023564,Darren Sproles,35,4,29,66,190,2018,2019,0.65,23,6.96,0.09,1.22,5.52,0.26,29,4.14,0.03,0.21,0.10,0.02,0.1506524317912218,0.17070143116128939,0.16666666666666666,0.0759493670886076,0.08791208791208792,0.1318181818181818,0.1109090909090909,0.7239819004524887,0.10314507947243828,7.63,3.40,-0.55,0
00-0023564,Darren Sproles,36,4,29,66,190,2019,,0.60,10,2.40,0.00,1.50,2.50,0.10,17,3.88,0.00,0.18,0.05,0.01,0.04672897196261682,0.07520052005689344,0,0.013888888888888888,0.012048192771084338,0.008480565371024734,0.013568904593639575,0.11009174311926606,0.03076366268548679,3.40,,,0
00-0024204,Fred Jackson,26,8,32,73,215,2007,2008,0.96,23,8.26,0.00,0.04,8.22,0.30,58,5.17,0.00,0.21,0.10,0.00,0.24387096774193548,0.14419717719396313,0,0.1,0.08860759493670886,0.06475800954328562,0.10361281526925699,0.7916666666666666,0.13865021090454616,8.88,9.38,0.06,0
00-0024204,Fred Jackson,27,8,32,73,215,2008,2009,1.00,37,8.57,0.00,1.11,7.46,0.30,129,4.34,0.02,0.26,0.08,0.01,0.20988593155893537,0.13295500057607162,0,0.06918238993710692,0.06358381502890173,0.049858446052217675,0.07977351368354829,0.7013274336283186,0.12620418707281633,9.38,13.40,0.43,1
00-0024204,Fred Jackson,28,8,32,73,215,2009,2010,0.77,60,6.18,0.03,-0.17,6.43,0.35,238,4.46,0.01,0.18,0.14,0.00,0.28093158660844253,0.2018274765527513,0.11764705882352941,0.16666666666666666,0.16083916083916083,0.1253348237825069,0.12994748275789342,0.8412698412698413,0.21708048118595324,13.40,11.45,-0.15,0
00-0024204,Fred Jackson,29,8,32,73,215,2010,2011,0.57,54,3.98,0.04,0.00,4.48,0.17,222,4.18,0.02,0.19,0.10,0.00,0.1765134938001459,0.15606936416184972,0.08333333333333333,0.05421686746987952,0.05789473684210526,0.0735563136556907,0.06769010184910512,0.4142581888246628,0.15903606090594993,11.45,20.86,0.82,1
00-0024204,Fred Jackson,30,8,32,73,215,2011,2012,0.78,50,8.84,0.00,1.84,9.46,0.26,170,5.49,0.04,0.24,0.15,0.04,0.3971452560873216,0.2537031009586933,0,0.12149532710280374,0.10569105691056911,0.09646442601484068,0.1543430816237451,1.3154761904761905,0.25092020112108165,20.86,11.54,-0.45,0
00-0024204,Fred Jackson,31,8,32,73,215,2012,2013,0.81,42,5.17,0.02,-0.05,5.19,0.24,115,3.80,0.03,0.22,0.13,0.00,0.18841832324978391,0.1926258004611424,0.0625,0.08547008547008547,0.08270676691729323,0.08138863216266173,0.09272181146025879,0.6656441717791411,0.14341460989734794,11.54,14.67,0.27,1
00-0024204,Fred Jackson,32,8,32,73,215,2013,2014,0.71,66,5.86,0.02,-0.42,6.05,0.24,206,4.32,0.04,0.26,0.13,-0.01,0.2645888594164456,0.18468402283545313,0.0625,0.10738255033557047,0.10303030303030303,0.08861732878742959,0.10428772605988734,0.7413793103448276,0.19430094708258824,14.67,13.47,-0.08,0
00-0024204,Fred Jackson,33,8,32,73,215,2014,2015,0.73,90,5.57,0.01,-0.74,6.46,0.28,141,3.72,0.01,0.17,0.17,-0.02,0.3135456017269293,0.24370208308034913,0.05263157894736842,0.14705882352941177,0.13756613756613756,0.09945447560507108,0.12754821359969268,0.9579349904397706,0.1636300537914281,13.47,6.48,-0.52,0
00-0024204,Fred Jackson,34,8,32,73,215,2015,,0.78,41,6.27,0.05,1.73,6.24,0.29,26,3.85,0.00,0.19,0.09,0.02,0.14570290267501423,0.1494971086767295,0.06060606060606061,0.06557377049180328,0.06481481481481481,0.06393297010936372,0.0659291158113456,0.562363238512035,0.05420526844513897,6.48,,,0
00-0024217,Reggie Bush,21,1,2,72,205,2006,2007,1.00,89,8.40,0.02,0.88,7.53,0.37,154,3.62,0.04,0.17,0.15,0.02,0.30719853278312703,0.24519888749262994,0.07407407407407407,0.15865384615384615,0.14893617021276595,0.11777969679524083,0.1440030704279409,1.2874354561101549,0.17074166709203203,14.87,17.40,0.17,0
00-0024217,Reggie Bush,22,1,2,72,205,2007,2008,0.90,81,5.15,0.02,0.42,5.00,0.30,157,3.70,0.03,0.20,0.17,0.01,0.304282494365139,0.2615811625429204,0.1,0.14201183431952663,0.13756613756613756,0.11564861460957179,0.12503778337531488,0.8705636743215032,0.19123681125439623,17.40,18.64,0.07,1
00-0024217,Reggie Bush,23,1,2,72,205,2008,2009,1.00,52,8.46,0.08,0.96,7.50,0.42,106,3.81,0.02,0.19,0.14,0.02,0.28343023255813954,0.21670177495283277,0.2222222222222222,0.16541353383458646,0.17218543046357615,0.18488710038005812,0.1624860272747597,1.1428571428571428,0.1903633652648134,18.64,9.74,-0.48,0
00-0024217,Reggie Bush,24,1,2,72,205,2009,2010,0.69,68,4.93,0.04,2.12,4.04,0.24,70,5.57,0.07,0.27,0.14,0.04,0.1544943820224719,0.23740325755307698,0.11538461538461539,0.08465608465608465,0.08837209302325581,0.10029149385710932,0.09123562094060568,0.6808943089430894,0.11792957003805098,9.74,8.42,-0.14,0
00-0024217,Reggie Bush,25,1,2,72,205,2010,2011,0.81,42,4.95,0.02,0.17,4.81,0.24,36,4.17,0.00,0.17,0.13,0.00,0.2110762800417973,0.20035141697962386,0.07142857142857142,0.09174311926605505,0.08943089430894309,0.08390705679862306,0.09139414802065406,0.6540880503144654,0.10209854260391692,8.42,14.61,0.74,1
00-0024217,Reggie Bush,26,1,2,72,205,2011,2012,0.83,52,5.69,0.02,0.65,5.71,0.23,216,5.03,0.03,0.19,0.12,0.01,0.2593886462882096,0.18475409680550886,0.05263157894736842,0.07792207792207792,0.07514450867052024,0.07130059190529515,0.0825019996800512,0.6773455377574371,0.19482712647764647,14.61,12.93,-0.11,0
00-0024217,Reggie Bush,27,1,2,72,205,2012,2013,0.69,51,5.73,0.04,0.94,5.33,0.27,227,4.34,0.03,0.19,0.10,0.01,0.21400472069236823,0.16063160232994375,0.15384615384615385,0.08860759493670886,0.0935672514619883,0.1195508141493543,0.09897361033127457,0.5793650793650794,0.17971669418614755,12.93,17.09,0.32,1
00-0024217,Reggie Bush,28,1,2,72,205,2013,2014,0.68,80,6.33,0.04,0.91,5.88,0.28,223,4.51,0.02,0.21,0.14,0.02,0.23232822540781017,0.22419125397848802,0.1111111111111111,0.11224489795918367,0.11210762331838565,0.1170528817587641,0.12061794414735592,0.892416225749559,0.17474394751837294,17.09,8.92,-0.48,0
00-0024217,Reggie Bush,29,1,2,72,205,2014,2015,0.71,56,4.52,0.00,1.05,4.50,0.23,76,3.91,0.03,0.12,0.14,0.02,0.17084745762711864,0.2228357483607538,0,0.08843537414965986,0.07926829268292683,0.04307116104868914,0.06891385767790263,0.6277915632754343,0.11176335415404541,8.92,2.18,-0.76,0
00-0024217,Reggie Bush,30,1,2,72,205,2015,2016,0.40,10,1.90,0.00,3.00,2.30,0.10,8,3.50,0.00,0.00,0.07,0.03,0.04389312977099236,0.12162187090704496,0,0.02564102564102564,0.024390243902439025,0.010882016036655211,0.01741122565864834,0.12582781456953643,0.029271246887827198,2.18,2.96,0.36,0
00-0024217,Reggie Bush,31,1,2,72,205,2016,,0.70,10,9.00,0.00,7.40,4.00,0.60,12,-0.25,0.08,0.17,0.03,0.03,0.054945054945054944,0.06983629437269057,0,0.06,0.05405405405405406,0.02188715953307393,0.03501945525291829,0.29508196721311475,0.027560062329929993,2.96,,,0
00-0024242,DeAngelo Williams,23,1,27,69,207,2006,2007,1.00,33,9.48,0.03,-0.45,9.94,0.33,121,4.14,0.01,0.25,0.08,0.00,0.2649434571890145,0.11022273748576471,0.06666666666666667,0.08870967741935484,0.08633093525179857,0.09057546939770787,0.10492075103633261,0.7195402298850575,0.13514958407287814,10.53,8.78,-0.17,0
00-0024242,DeAngelo Williams,24,1,27,69,207,2007,2008,0.92,25,7.08,0.04,-0.96,8.08,0.24,144,4.98,0.03,0.19,0.05,-0.01,0.15658914728682172,0.06963871032280039,0.05263157894736842,0.04225352112676056,0.043478260869565216,0.05655152572240303,0.05890349378742381,0.3504950495049505,0.13260545155745293,8.78,18.11,1.06,1
00-0024242,DeAngelo Williams,25,1,27,69,207,2008,2009,1.00,22,5.50,0.09,-0.77,6.27,0.32,274,5.54,0.07,0.24,0.05,0.00,0.11256117455138662,0.07620679613825235,0.13333333333333333,0.046357615894039736,0.05421686746987952,0.08508932196508323,0.05614291514413318,0.2922705314009662,0.24638701726869705,18.11,15.68,-0.13,0
00-0024242,DeAngelo Williams,26,1,27,69,207,2009,2010,0.71,41,6.15,0.00,3.10,4.20,0.34,216,5.17,0.03,0.24,0.10,0.03,0.1601489757914339,0.18063885796927176,0,0.1111111111111111,0.10144927536231885,0.04891304347826087,0.0782608695652174,0.6268656716417911,0.21989991803632286,15.68,9.53,-0.39,0
00-0024242,DeAngelo Williams,27,1,27,69,207,2010,2011,0.85,13,4.69,0.00,-0.54,5.31,0.23,87,4.15,0.01,0.14,0.07,0.00,0.1513157894736842,0.0982717152404267,0,0.05357142857142857,0.04918032786885246,0.0276268115942029,0.044202898550724644,0.3193717277486911,0.1702583640909632,9.53,9.69,0.02,0
00-0024242,DeAngelo Williams,28,1,27,69,207,2011,2012,0.64,25,5.40,0.00,-0.52,6.24,0.24,155,5.39,0.05,0.21,0.05,0.00,0.07983623336745138,0.07013275223277983,0,0.03428571428571429,0.030612244897959183,0.016507703595011004,0.02641232575201761,0.26011560693641617,0.10628674807779286,9.69,8.96,-0.08,0
00-0024242,DeAngelo Williams,29,1,27,69,207,2012,2013,0.65,20,9.35,0.10,-1.90,10.65,0.25,173,4.26,0.03,0.18,0.04,-0.01,0.12199312714776632,0.054560745823976235,0.10526315789473684,0.029239766081871343,0.03684210526315789,0.07644110275689223,0.05914786967418546,0.3816326530612245,0.10858042826422752,8.96,10.23,0.14,0
00-0024242,DeAngelo Williams,30,1,27,69,207,2013,2014,0.72,36,9.25,0.03,-1.44,10.36,0.28,201,4.19,0.01,0.17,0.08,-0.01,0.25408719346049047,0.11111922323737522,0.045454545454545456,0.06451612903225806,0.062146892655367235,0.07616116232932664,0.09458513245419536,0.75,0.14024379789805752,10.23,3.66,-0.64,0
00-0024242,DeAngelo Williams,31,1,27,69,207,2014,2015,0.83,6,7.33,0.00,-3.00,9.50,0.33,62,3.53,0.00,0.10,0.03,-0.01,0.11220472440944881,0.03642512430535244,0,0.02702702702702703,0.024390243902439025,0.015267175572519083,0.024427480916030534,0.21153846153846154,0.06380106262520686,3.66,14.59,2.99,1
00-0024242,DeAngelo Williams,32,1,27,69,207,2015,2016,0.85,47,7.81,0.00,0.36,7.83,0.32,200,4.54,0.06,0.26,0.08,0.00,0.18969072164948453,0.12180052372593593,0,0.07246376811594203,0.06437768240343347,0.03805474906677727,0.06088759850684364,0.6220338983050847,0.14764862915775756,14.59,10.01,-0.31,0
